:Data_list: 20070227_G12xr_5m.txt
:Created: 2007 Feb 28 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# CONTAINS 7 ENTRIES WHICH ARE NEGATIVE AND MUST BE DELETED FOR THE LOG CHART!
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-12
# Location: W075
# Missing data: -1.00e+05
#
#                         GOES-12 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2007 02 27  0515   54158  18900    -1.00e+05   -1.00e+05   -1.00e+05
2007 02 27  0520   54158  19200    -1.00e+05   -1.00e+05   -1.00e+05
2007 02 27  0525   54158  19500     9.09e-10    3.74e-09    2.43e-01
2007 02 27  0530   54158  19800     8.95e-10    3.73e-09    2.40e-01
2007 02 27  0535   54158  20100     8.99e-10    3.73e-09    2.41e-01
2007 02 27  0540   54158  20400     8.95e-10    3.73e-09    2.40e-01
2007 02 27  0545   54158  20700     9.03e-10    3.74e-09    2.42e-01
2007 02 27  0550   54158  21000     9.07e-10    3.73e-09    2.43e-01
2007 02 27  0555   54158  21300     9.05e-10    3.73e-09    2.43e-01
2007 02 27  0600   54158  21600     8.97e-10    3.73e-09    2.40e-01
2007 02 27  0605   54158  21900     8.95e-10    3.73e-09    2.40e-01
2007 02 27  0610   54158  22200     8.95e-10    3.73e-09    2.40e-01
2007 02 27  0615   54158  22500     8.97e-10    3.73e-09    2.41e-01
2007 02 27  0620   54158  22800     8.98e-10    3.73e-09    2.41e-01
2007 02 27  0625   54158  23100     9.02e-10    3.73e-09    2.42e-01
2007 02 27  0630   54158  23400     8.97e-10    3.73e-09    2.41e-01
2007 02 27  0635   54158  23700     9.00e-10    3.73e-09    2.42e-01
2007 02 27  0640   54158  24000    -1.00e+05    3.73e-09    2.41e-01
2007 02 27  0645   54158  24300     9.00e-10    3.73e-09    2.42e-01
2007 02 27  0650   54158  24600     8.98e-10    3.73e-09    2.41e-01
2007 02 27  0655   54158  24900     9.00e-10    3.73e-09    2.42e-01
2007 02 27  0700   54158  25200     9.11e-10    3.76e-09    2.42e-01
2007 02 27  0705   54158  25500     9.00e-10    3.73e-09    2.42e-01
2007 02 27  0710   54158  25800     8.97e-10    3.73e-09    2.40e-01
2007 02 27  0715   54158  26100     9.07e-10    3.73e-09    2.43e-01
2007 02 27  0720   54158  26400     9.28e-10    6.75e-09    1.37e-01
2007 02 27  0725   54158  26700     8.79e-09    1.32e-07    6.66e-02
2007 02 27  0730   54158  27000     1.88e-09   -1.00e+05    4.00e-02
2007 02 27  0735   54158  27300     9.18e-10    1.59e-08    5.79e-02
2007 02 27  0740   54158  27600     9.31e-10    1.34e-08    6.97e-02
2007 02 27  0745   54158  27900     9.07e-10    7.94e-09    1.14e-01
2007 02 27  0750   54158  28200     9.12e-10    7.96e-09    1.14e-01
2007 02 27  0755   54158  28500     9.03e-10    7.95e-09    1.14e-01
2007 02 27  0800   54158  28800     9.00e-10    7.99e-09    1.13e-01
2007 02 27  0805   54158  29100     9.03e-10    7.96e-09    1.14e-01
2007 02 27  0810   54158  29400     8.97e-10    7.96e-09    1.13e-01
2007 02 27  0815   54158  29700     8.95e-10    7.95e-09    1.13e-01
2007 02 27  0820   54158  30000     8.95e-10    6.81e-09   -1.00e+05
2007 02 27  0825   54158  30300     8.97e-10    4.51e-09    1.99e-01
2007 02 27  0830   54158  30600     9.07e-10    3.81e-09    2.38e-01
2007 02 27  0835   54158  30900     9.00e-10    3.77e-09    2.39e-01
2007 02 27  0840   54158  31200     9.02e-10    3.75e-09    2.40e-01
2007 02 27  0845   54158  31500     9.00e-10    3.74e-09    2.41e-01
2007 02 27  0850   54158  31800     2.27e-09    3.75e-09    6.03e-01
2007 02 27  0855   54158  32100     3.84e-09    3.80e-09    1.01e+00
2007 02 27  0900   54158  32400     3.85e-09    3.83e-09    1.00e+00
2007 02 27  0905   54158  32700     3.85e-09    3.75e-09    1.03e+00
2007 02 27  0910   54158  33000     4.69e-09    3.78e-09    1.24e+00
2007 02 27  0915   54158  33300     5.82e-09    3.86e-09    1.51e+00
2007 02 27  0920   54158  33600     4.55e-09    3.79e-09    1.20e+00
2007 02 27  0925   54158  33900     3.87e-09    3.76e-09    1.03e+00
2007 02 27  0930   54158  34200     3.86e-09    3.73e-09    1.04e+00
2007 02 27  0935   54158  34500     3.08e-09    3.78e-09    8.15e-01
2007 02 27  0940   54158  34800     1.90e-09    7.56e-09    2.52e-01
2007 02 27  0945   54158  35100     1.89e-09    7.93e-09    2.38e-01
2007 02 27  0950   54158  35400     1.89e-09    4.32e-09    4.37e-01
2007 02 27  0955   54158  35700     1.89e-09    3.73e-09    5.06e-01
2007 02 27  1000   54158  36000     1.89e-09    3.73e-09    5.06e-01
2007 02 27  1005   54158  36300     1.89e-09    3.73e-09    5.08e-01
2007 02 27  1010   54158  36600     1.89e-09    3.73e-09    5.08e-01
2007 02 27  1015   54158  36900     1.89e-09    3.73e-09    5.08e-01
2007 02 27  1020   54158  37200     1.90e-09    3.73e-09    5.08e-01
2007 02 27  1025   54158  37500     1.35e-09    3.73e-09    3.62e-01
2007 02 27  1030   54158  37800     1.03e-09    3.73e-09    2.77e-01
2007 02 27  1035   54158  38100     9.81e-10    3.73e-09    2.63e-01
2007 02 27  1040   54158  38400     9.33e-10    3.73e-09    2.50e-01
2007 02 27  1045   54158  38700     9.23e-10    3.73e-09    2.48e-01
2007 02 27  1050   54158  39000     9.23e-10    3.73e-09    2.48e-01
2007 02 27  1055   54158  39300     9.97e-10    3.73e-09    2.67e-01
2007 02 27  1100   54158  39600     1.16e-09    3.73e-09    3.11e-01
2007 02 27  1105   54158  39900     1.76e-09    5.54e-09    3.17e-01
2007 02 27  1110   54158  40200     1.91e-09    1.37e-08    1.39e-01
2007 02 27  1115   54158  40500     1.91e-09    1.51e-08    1.26e-01
2007 02 27  1120   54158  40800     1.91e-09    1.51e-08    1.26e-01
2007 02 27  1125   54158  41100     1.90e-09    1.51e-08    1.26e-01
2007 02 27  1130   54158  41400     1.91e-09    1.51e-08    1.26e-01
2007 02 27  1135   54158  41700     1.91e-09    1.51e-08    1.26e-01
2007 02 27  1140   54158  42000     1.91e-09    1.51e-08    1.26e-01
2007 02 27  1145   54158  42300     1.90e-09    1.49e-08    1.28e-01
2007 02 27  1150   54158  42600     1.90e-09    8.82e-09    2.15e-01
2007 02 27  1155   54158  42900     1.90e-09    8.11e-09    2.34e-01
2007 02 27  1200   54158  43200     1.90e-09    8.06e-09    2.36e-01
2007 02 27  1205   54158  43500     1.90e-09    8.06e-09    2.36e-01
2007 02 27  1210   54158  43800     1.93e-09    8.33e-09    2.32e-01
2007 02 27  1215   54158  44100     1.93e-09    1.09e-08    1.78e-01
2007 02 27  1220   54158  44400     1.94e-09    7.52e-09    2.58e-01
2007 02 27  1225   54158  44700     1.90e-09    3.84e-09    4.96e-01
2007 02 27  1230   54158  45000     1.91e-09    3.76e-09    5.09e-01
2007 02 27  1235   54158  45300     1.91e-09    3.74e-09    5.11e-01
2007 02 27  1240   54158  45600     1.91e-09    3.73e-09    5.13e-01
2007 02 27  1245   54158  45900     1.91e-09    3.76e-09    5.09e-01
2007 02 27  1250   54158  46200     1.91e-09    3.73e-09    5.12e-01
2007 02 27  1255   54158  46500     1.91e-09    3.73e-09    5.12e-01
2007 02 27  1300   54158  46800     1.92e-09    3.74e-09    5.13e-01
2007 02 27  1305   54158  47100     1.90e-09    3.73e-09    5.11e-01
2007 02 27  1310   54158  47400     1.91e-09    3.73e-09    5.11e-01
2007 02 27  1315   54158  47700     1.91e-09    3.73e-09    5.11e-01
2007 02 27  1320   54158  48000     1.90e-09    3.73e-09    5.10e-01
2007 02 27  1325   54158  48300     1.92e-09    3.73e-09    5.14e-01
2007 02 27  1330   54158  48600     1.88e-09    3.73e-09    5.05e-01
2007 02 27  1335   54158  48900     1.75e-09    3.73e-09    4.69e-01
2007 02 27  1340   54158  49200     1.51e-09    3.74e-09    4.03e-01
2007 02 27  1345   54158  49500     1.16e-09    3.73e-09    3.11e-01
2007 02 27  1350   54158  49800     1.12e-09    3.73e-09    3.00e-01
2007 02 27  1355   54158  50100     1.03e-09    3.73e-09    2.76e-01
2007 02 27  1400   54158  50400     1.04e-09    3.73e-09    2.79e-01
2007 02 27  1405   54158  50700     9.45e-10    3.73e-09    2.54e-01
2007 02 27  1410   54158  51000     9.37e-10    3.74e-09    2.50e-01
2007 02 27  1415   54158  51300     9.28e-10    3.73e-09    2.49e-01
2007 02 27  1420   54158  51600     9.23e-10    3.85e-09    2.40e-01
2007 02 27  1425   54158  51900     9.61e-10    8.06e-09    1.19e-01
2007 02 27  1430   54158  52200     9.28e-10    5.58e-09    1.66e-01
2007 02 27  1435   54158  52500     9.28e-10    3.76e-09    2.47e-01
2007 02 27  1440   54158  52800     9.14e-10    3.73e-09    2.45e-01
2007 02 27  1445   54158  53100     9.09e-10    3.74e-09    2.43e-01
2007 02 27  1450   54158  53400     9.07e-10    3.73e-09    2.44e-01
2007 02 27  1455   54158  53700     9.04e-10    3.76e-09    2.40e-01
2007 02 27  1500   54158  54000     9.04e-10    3.79e-09    2.38e-01
2007 02 27  1505   54158  54300     9.02e-10    3.76e-09    2.40e-01
2007 02 27  1510   54158  54600     8.99e-10    3.80e-09    2.36e-01
2007 02 27  1515   54158  54900     9.18e-10    3.76e-09    2.44e-01
2007 02 27  1520   54158  55200     8.95e-10    3.84e-09    2.33e-01
2007 02 27  1525   54158  55500     9.04e-10    3.75e-09    2.41e-01
2007 02 27  1530   54158  55800     9.02e-10    3.73e-09    2.42e-01
2007 02 27  1535   54158  56100     9.06e-10    3.74e-09    2.42e-01
2007 02 27  1540   54158  56400     9.00e-10    3.73e-09    2.42e-01
2007 02 27  1545   54158  56700     9.02e-10    3.73e-09    2.42e-01
2007 02 27  1550   54158  57000     8.95e-10    3.73e-09    2.40e-01
2007 02 27  1555   54158  57300     9.00e-10    3.74e-09    2.41e-01
2007 02 27  1600   54158  57600     9.04e-10    3.74e-09    2.42e-01
2007 02 27  1605   54158  57900     9.16e-10    3.74e-09    2.45e-01
2007 02 27  1610   54158  58200     9.13e-10    3.73e-09    2.44e-01
2007 02 27  1615   54158  58500     9.42e-10    3.73e-09    2.52e-01
2007 02 27  1620   54158  58800     1.33e-09    3.73e-09    3.56e-01
2007 02 27  1625   54158  59100     1.83e-09    3.73e-09    4.91e-01
2007 02 27  1630   54158  59400     1.91e-09    3.73e-09    5.14e-01
2007 02 27  1635   54158  59700     1.92e-09    3.73e-09    5.14e-01
2007 02 27  1640   54158  60000     1.92e-09    3.80e-09    5.05e-01
2007 02 27  1645   54158  60300     1.92e-09    3.74e-09    5.12e-01
2007 02 27  1650   54158  60600     1.92e-09    3.76e-09    5.09e-01
2007 02 27  1655   54158  60900     1.92e-09    3.82e-09    5.04e-01
2007 02 27  1700   54158  61200     1.93e-09    3.75e-09    5.14e-01
2007 02 27  1705   54158  61500     1.93e-09    3.73e-09    5.17e-01
2007 02 27  1710   54158  61800     1.93e-09    3.73e-09    5.18e-01
2007 02 27  1715   54158  62100     1.83e-09    3.73e-09    4.92e-01
2007 02 27  1720   54158  62400     1.77e-09    3.76e-09    4.71e-01
2007 02 27  1725   54158  62700     1.36e-09    3.73e-09    3.64e-01
2007 02 27  1730   54158  63000     1.15e-09    3.73e-09    3.07e-01
2007 02 27  1735   54158  63300     9.62e-10    3.74e-09    2.57e-01
2007 02 27  1740   54158  63600     9.36e-10    3.73e-09    2.51e-01
2007 02 27  1745   54158  63900     9.38e-10    3.73e-09    2.52e-01
2007 02 27  1750   54158  64200     9.32e-10    3.73e-09    2.50e-01
2007 02 27  1755   54158  64500     9.22e-10    3.73e-09    2.48e-01
2007 02 27  1800   54158  64800     9.01e-10    3.73e-09    2.42e-01
2007 02 27  1805   54158  65100     9.04e-10    3.73e-09    2.42e-01
2007 02 27  1810   54158  65400     9.06e-10    3.73e-09    2.43e-01
2007 02 27  1815   54158  65700     9.19e-10    3.74e-09    2.46e-01
2007 02 27  1820   54158  66000     9.08e-10    3.73e-09    2.44e-01
2007 02 27  1825   54158  66300     8.99e-10    3.73e-09    2.41e-01
2007 02 27  1830   54158  66600     9.04e-10    3.73e-09    2.43e-01
2007 02 27  1835   54158  66900     9.04e-10    3.73e-09    2.43e-01
2007 02 27  1840   54158  67200     9.12e-10    3.73e-09    2.45e-01
2007 02 27  1845   54158  67500     9.10e-10    3.73e-09    2.44e-01
2007 02 27  1850   54158  67800     9.04e-10    3.73e-09    2.43e-01
2007 02 27  1855   54158  68100     9.04e-10    3.73e-09    2.43e-01
2007 02 27  1900   54158  68400     9.08e-10    3.73e-09    2.44e-01
2007 02 27  1905   54158  68700     9.12e-10    3.73e-09    2.44e-01
2007 02 27  1910   54158  69000     9.21e-10    3.73e-09    2.47e-01
2007 02 27  1915   54158  69300     9.08e-10    3.73e-09    2.44e-01
2007 02 27  1920   54158  69600     8.95e-10    3.73e-09    2.40e-01
2007 02 27  1925   54158  69900     9.01e-10    3.73e-09    2.42e-01
2007 02 27  1930   54158  70200     9.34e-10    3.73e-09    2.50e-01
2007 02 27  1935   54158  70500     9.14e-10    3.73e-09    2.45e-01
2007 02 27  1940   54158  70800     1.00e-09    3.73e-09    2.69e-01
2007 02 27  1945   54158  71100     1.36e-09    3.73e-09    3.65e-01
2007 02 27  1950   54158  71400     1.22e-09    3.73e-09    3.28e-01
2007 02 27  1955   54158  71700     1.00e-09    3.73e-09    2.69e-01
2007 02 27  2000   54158  72000     1.46e-09    3.73e-09    3.91e-01
2007 02 27  2005   54158  72300     1.53e-09    3.73e-09    4.11e-01
2007 02 27  2010   54158  72600     1.81e-09    3.73e-09    4.85e-01
2007 02 27  2015   54158  72900     1.97e-09    3.79e-09    5.20e-01
2007 02 27  2020   54158  73200     1.60e-09    3.73e-09    4.30e-01
2007 02 27  2025   54158  73500     1.11e-09    3.99e-09    2.78e-01
2007 02 27  2030   54158  73800     9.40e-10    3.73e-09    2.52e-01
2007 02 27  2035   54158  74100     9.18e-10    3.73e-09    2.46e-01
2007 02 27  2040   54158  74400     9.31e-10    3.73e-09    2.50e-01
2007 02 27  2045   54158  74700     9.51e-10    3.73e-09    2.55e-01
2007 02 27  2050   54158  75000     9.51e-10    3.73e-09    2.55e-01
2007 02 27  2055   54158  75300     1.03e-09    3.73e-09    2.77e-01
2007 02 27  2100   54158  75600     1.07e-09    3.73e-09    2.86e-01
2007 02 27  2105   54158  75900     1.33e-09    3.73e-09    3.56e-01
2007 02 27  2110   54158  76200     1.70e-09    3.73e-09    4.57e-01
2007 02 27  2115   54158  76500     1.92e-09    3.73e-09    5.14e-01
2007 02 27  2120   54158  76800     1.98e-09    3.73e-09    5.31e-01
2007 02 27  2125   54158  77100     1.96e-09    3.73e-09    5.26e-01
2007 02 27  2130   54158  77400     1.86e-09    3.73e-09    4.99e-01
2007 02 27  2135   54158  77700     1.64e-09    3.75e-09    4.38e-01
2007 02 27  2140   54158  78000     1.22e-09    3.74e-09    3.27e-01
2007 02 27  2145   54158  78300     1.07e-09    3.73e-09    2.88e-01
2007 02 27  2150   54158  78600     1.03e-09    3.73e-09    2.76e-01
2007 02 27  2155   54158  78900     1.10e-09    3.73e-09    2.96e-01
2007 02 27  2200   54158  79200     9.79e-10    3.76e-09    2.60e-01
2007 02 27  2205   54158  79500     9.19e-10    3.73e-09    2.47e-01
2007 02 27  2210   54158  79800     9.14e-10    3.74e-09    2.44e-01
2007 02 27  2215   54158  80100     9.44e-10    3.73e-09    2.53e-01
2007 02 27  2220   54158  80400     9.23e-10    3.73e-09    2.48e-01
2007 02 27  2225   54158  80700     9.18e-10    3.74e-09    2.45e-01
2007 02 27  2230   54158  81000     8.99e-10    3.73e-09    2.41e-01
2007 02 27  2235   54158  81300     9.10e-10    3.73e-09    2.44e-01
2007 02 27  2240   54158  81600     9.05e-10    3.73e-09    2.43e-01
2007 02 27  2245   54158  81900     8.99e-10    3.73e-09    2.41e-01
2007 02 27  2250   54158  82200     8.99e-10    3.73e-09    2.41e-01
2007 02 27  2255   54158  82500     8.99e-10    3.73e-09    2.41e-01
2007 02 27  2300   54158  82800     9.12e-10    3.73e-09    2.44e-01
2007 02 27  2305   54158  83100     9.05e-10    3.73e-09    2.43e-01
2007 02 27  2310   54158  83400     9.01e-10    3.73e-09    2.42e-01
2007 02 27  2315   54158  83700     9.06e-10    3.73e-09    2.43e-01
2007 02 27  2320   54158  84000     9.05e-10    3.73e-09    2.42e-01
2007 02 27  2325   54158  84300     9.10e-10    3.73e-09    2.44e-01
2007 02 27  2330   54158  84600     8.97e-10    3.73e-09    2.41e-01
2007 02 27  2335   54158  84900     8.99e-10    3.73e-09    2.41e-01
2007 02 27  2340   54158  85200     8.95e-10    3.73e-09    2.40e-01
2007 02 27  2345   54158  85500     9.01e-10    3.74e-09    2.41e-01
2007 02 27  2350   54158  85800     8.95e-10    3.73e-09    2.40e-01
2007 02 27  2355   54158  86100     9.04e-10    3.73e-09    2.42e-01
