:Data_list: 20130510_Gp_xr_5m.txt
:Created: 2013 May 11 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2013 05 10  0320   56422  12000     3.52e-08    1.52e-06    2.29e-02
2013 05 10  0325   56422  12300     1.63e-08    1.28e-06    1.26e-02
2013 05 10  0330   56422  12600     8.66e-09    1.11e-06    7.73e-03
2013 05 10  0335   56422  12900     3.05e-09    9.60e-07    3.14e-03
2013 05 10  0340   56422  13200     2.50e-09    8.68e-07    2.89e-03
2013 05 10  0345   56422  13500     1.59e-09    8.29e-07    1.92e-03
2013 05 10  0350   56422  13800     1.59e-09    8.04e-07    1.98e-03
2013 05 10  0355   56422  14100     1.34e-09    7.86e-07    1.70e-03
2013 05 10  0400   56422  14400     4.01e-08    9.19e-07    3.54e-02
2013 05 10  0405   56422  14700     1.65e-07    1.85e-06    9.01e-02
2013 05 10  0410   56422  15000     4.83e-08    1.51e-06    3.11e-02
2013 05 10  0415   56422  15300     1.17e-08    1.09e-06    1.04e-02
2013 05 10  0420   56422  15600     2.43e-09    8.70e-07    2.75e-03
2013 05 10  0425   56422  15900     1.08e-09    7.64e-07    1.42e-03
2013 05 10  0430   56422  16200     3.87e-09    7.66e-07    4.90e-03
2013 05 10  0435   56422  16500     7.55e-09    8.43e-07    8.88e-03
2013 05 10  0440   56422  16800     1.77e-08    9.62e-07    1.84e-02
2013 05 10  0445   56422  17100     3.26e-08    1.19e-06    2.71e-02
2013 05 10  0450   56422  17400     2.76e-08    1.22e-06    2.23e-02
2013 05 10  0455   56422  17700     7.66e-09    9.87e-07    7.70e-03
2013 05 10  0500   56422  18000     4.88e-09    9.02e-07    5.40e-03
2013 05 10  0505   56422  18300     1.61e-08    1.02e-06    1.38e-02
2013 05 10  0510   56422  18600     2.95e-08    1.19e-06    2.45e-02
2013 05 10  0515   56422  18900     9.39e-09    1.02e-06    9.12e-03
2013 05 10  0520   56422  19200     2.89e-09    8.86e-07    3.22e-03
2013 05 10  0525   56422  19500     1.14e-09    8.26e-07    1.37e-03
2013 05 10  0530   56422  19800     1.17e-09    8.25e-07    1.42e-03
2013 05 10  0535   56422  20100     1.63e-09    8.03e-07    2.04e-03
2013 05 10  0540   56422  20400     2.78e-09    7.78e-07    3.55e-03
2013 05 10  0545   56422  20700     2.50e-09    7.88e-07    3.16e-03
2013 05 10  0550   56422  21000     1.37e-09    7.60e-07    1.80e-03
2013 05 10  0555   56422  21300     1.04e-09    7.49e-07    1.39e-03
2013 05 10  0600   56422  21600     1.15e-09    7.32e-07    1.57e-03
2013 05 10  0605   56422  21900     2.35e-09    7.38e-07    3.18e-03
2013 05 10  0610   56422  22200     2.36e-09    7.58e-07    3.09e-03
2013 05 10  0615   56422  22500     6.25e-09    7.99e-07    7.26e-03
2013 05 10  0620   56422  22800     1.54e-08    9.34e-07    1.64e-02
2013 05 10  0625   56422  23100     7.13e-09    8.54e-07    8.35e-03
2013 05 10  0630   56422  23400     1.74e-08    9.47e-07    1.79e-02
2013 05 10  0635   56422  23700     2.87e-08    1.09e-06    2.63e-02
2013 05 10  0640   56422  24000     1.04e-08    9.58e-07    1.07e-02
2013 05 10  0645   56422  24300     2.04e-09    8.45e-07    2.40e-03
2013 05 10  0650   56422  24600     1.41e-09    7.96e-07    1.77e-03
2013 05 10  0655   56422  24900     1.16e-09    7.56e-07    1.53e-03
2013 05 10  0700   56422  25200     1.00e-09    7.23e-07    1.39e-03
2013 05 10  0705   56422  25500     1.06e-09    7.15e-07    1.48e-03
2013 05 10  0710   56422  25800     1.08e-09    7.19e-07    1.51e-03
2013 05 10  0715   56422  26100     1.34e-09    7.13e-07    1.87e-03
2013 05 10  0720   56422  26400     1.04e-09    6.96e-07    1.50e-03
2013 05 10  0725   56422  26700     1.02e-09    7.13e-07    1.44e-03
2013 05 10  0730   56422  27000     1.00e-09    7.14e-07    1.41e-03
2013 05 10  0735   56422  27300     1.32e-09    7.33e-07    1.80e-03
2013 05 10  0740   56422  27600     3.16e-09    8.05e-07    3.90e-03
2013 05 10  0745   56422  27900     2.83e-09    8.17e-07    3.46e-03
2013 05 10  0750   56422  28200     3.57e-09    8.20e-07    4.35e-03
2013 05 10  0755   56422  28500     8.00e-09    8.89e-07    8.95e-03
2013 05 10  0800   56422  28800     7.10e-09    9.17e-07    7.71e-03
2013 05 10  0805   56422  29100     2.33e-09    8.86e-07    2.63e-03
2013 05 10  0810   56422  29400     5.07e-09    8.72e-07    5.82e-03
2013 05 10  0815   56422  29700     6.57e-09    9.25e-07    7.07e-03
2013 05 10  0820   56422  30000     9.33e-09    9.24e-07    1.01e-02
2013 05 10  0825   56422  30300     6.61e-09    9.18e-07    7.19e-03
2013 05 10  0830   56422  30600     2.59e-09    8.67e-07    2.98e-03
2013 05 10  0835   56422  30900     4.10e-09    8.86e-07    4.53e-03
2013 05 10  0840   56422  31200     1.13e-08    9.83e-07    1.15e-02
2013 05 10  0845   56422  31500     1.24e-08    1.01e-06    1.23e-02
2013 05 10  0850   56422  31800     1.18e-08    1.05e-06    1.13e-02
2013 05 10  0855   56422  32100     7.80e-09    9.81e-07    7.96e-03
2013 05 10  0900   56422  32400     1.12e-08    9.89e-07    1.12e-02
2013 05 10  0905   56422  32700     3.28e-08    1.27e-06    2.58e-02
2013 05 10  0910   56422  33000     4.15e-08    1.42e-06    2.91e-02
2013 05 10  0915   56422  33300     3.44e-08    1.36e-06    2.52e-02
2013 05 10  0920   56422  33600     1.28e-08    1.11e-06    1.13e-02
2013 05 10  0925   56422  33900     4.82e-09    9.41e-07    5.09e-03
2013 05 10  0930   56422  34200     4.53e-09    9.10e-07    4.97e-03
2013 05 10  0935   56422  34500     7.07e-09    9.54e-07    7.42e-03
2013 05 10  0940   56422  34800     5.92e-09    9.06e-07    6.53e-03
2013 05 10  0945   56422  35100     1.03e-07    1.40e-06    6.80e-02
2013 05 10  0950   56422  35400     8.72e-08    1.72e-06    5.00e-02
2013 05 10  0955   56422  35700     2.65e-08    1.26e-06    2.06e-02
2013 05 10  1000   56422  36000     8.69e-09    9.92e-07    8.61e-03
2013 05 10  1005   56422  36300     2.09e-09    8.65e-07    2.41e-03
2013 05 10  1010   56422  36600     5.34e-09    8.64e-07    6.16e-03
2013 05 10  1015   56422  36900     7.02e-09    8.79e-07    7.98e-03
2013 05 10  1020   56422  37200     4.14e-09    8.45e-07    4.88e-03
2013 05 10  1025   56422  37500     6.51e-09    8.78e-07    7.39e-03
2013 05 10  1030   56422  37800     5.78e-09    8.73e-07    6.59e-03
2013 05 10  1035   56422  38100     6.42e-09    8.46e-07    7.56e-03
2013 05 10  1040   56422  38400     3.29e-09    8.18e-07    4.02e-03
2013 05 10  1045   56422  38700     4.73e-09    8.30e-07    5.71e-03
2013 05 10  1050   56422  39000     5.70e-09    8.55e-07    6.60e-03
2013 05 10  1055   56422  39300     4.45e-09    8.64e-07    5.08e-03
2013 05 10  1100   56422  39600     9.30e-09    9.18e-07    1.01e-02
2013 05 10  1105   56422  39900     6.43e-09    8.74e-07    7.36e-03
2013 05 10  1110   56422  40200     4.44e-09    8.69e-07    5.10e-03
2013 05 10  1115   56422  40500     9.22e-09    9.27e-07    9.85e-03
2013 05 10  1120   56422  40800     1.32e-08    1.01e-06    1.31e-02
2013 05 10  1125   56422  41100     1.77e-08    1.09e-06    1.62e-02
2013 05 10  1130   56422  41400     9.58e-09    1.05e-06    9.12e-03
2013 05 10  1135   56422  41700     6.37e-09    1.00e-06    6.36e-03
2013 05 10  1140   56422  42000     1.09e-08    1.06e-06    1.03e-02
2013 05 10  1145   56422  42300     1.63e-08    1.09e-06    1.49e-02
2013 05 10  1150   56422  42600     1.83e-08    1.10e-06    1.67e-02
2013 05 10  1155   56422  42900     1.24e-08    1.01e-06    1.21e-02
2013 05 10  1200   56422  43200     8.34e-09    9.12e-07    9.16e-03
2013 05 10  1205   56422  43500     1.15e-08    8.99e-07    1.28e-02
2013 05 10  1210   56422  43800     1.38e-08    9.39e-07    1.47e-02
2013 05 10  1215   56422  44100     7.96e-09    9.15e-07    8.67e-03
2013 05 10  1220   56422  44400     5.14e-09    8.71e-07    5.91e-03
2013 05 10  1225   56422  44700     1.49e-08    1.03e-06    1.40e-02
2013 05 10  1230   56422  45000     2.44e-08    1.18e-06    2.05e-02
2013 05 10  1235   56422  45300     6.74e-08    1.61e-06    4.13e-02
2013 05 10  1240   56422  45600     4.88e-07    3.72e-06    1.30e-01
2013 05 10  1245   56422  45900     7.64e-07    5.74e-06    1.31e-01
2013 05 10  1250   56422  46200     1.61e-06    1.04e-05    1.56e-01
2013 05 10  1255   56422  46500     1.37e-06    1.32e-05    1.04e-01
2013 05 10  1300   56422  46800     5.50e-07    9.06e-06    5.91e-02
2013 05 10  1305   56422  47100     1.61e-07    4.85e-06    3.21e-02
2013 05 10  1310   56422  47400     4.38e-08    2.54e-06    1.67e-02
2013 05 10  1315   56422  47700     1.48e-08    1.55e-06    9.42e-03
2013 05 10  1320   56422  48000     1.81e-08    1.27e-06    1.43e-02
2013 05 10  1325   56422  48300     2.12e-08    1.18e-06    1.79e-02
2013 05 10  1330   56422  48600     1.21e-08    1.05e-06    1.15e-02
2013 05 10  1335   56422  48900     1.05e-08    9.93e-07    1.05e-02
2013 05 10  1340   56422  49200     5.48e-09    9.14e-07    5.97e-03
2013 05 10  1345   56422  49500     2.89e-09    8.34e-07    3.45e-03
2013 05 10  1350   56422  49800     2.95e-09    8.14e-07    3.63e-03
2013 05 10  1355   56422  50100     2.05e-09    7.93e-07    2.57e-03
2013 05 10  1400   56422  50400     4.39e-09    8.01e-07    5.40e-03
2013 05 10  1405   56422  50700     5.86e-09    8.50e-07    6.89e-03
2013 05 10  1410   56422  51000     4.12e-09    8.21e-07    5.00e-03
2013 05 10  1415   56422  51300     1.26e-09    7.53e-07    1.66e-03
2013 05 10  1420   56422  51600     1.39e-09    6.99e-07    1.99e-03
2013 05 10  1425   56422  51900     1.12e-09    7.00e-07    1.59e-03
2013 05 10  1430   56422  52200     5.18e-08    1.01e-06    3.61e-02
2013 05 10  1435   56422  52500     2.26e-07    2.40e-06    9.40e-02
2013 05 10  1440   56422  52800     4.67e-08    1.64e-06    2.69e-02
2013 05 10  1445   56422  53100     8.47e-09    1.02e-06    8.00e-03
2013 05 10  1450   56422  53400     1.72e-09    7.88e-07    2.18e-03
2013 05 10  1455   56422  53700     1.46e-09    7.08e-07    2.06e-03
2013 05 10  1500   56422  54000     1.06e-09    6.61e-07    1.61e-03
2013 05 10  1505   56422  54300     1.00e-09    6.31e-07    1.58e-03
2013 05 10  1510   56422  54600     1.37e-09    6.31e-07    2.18e-03
2013 05 10  1515   56422  54900     1.83e-09    6.34e-07    2.89e-03
2013 05 10  1520   56422  55200     1.01e-09    6.22e-07    1.63e-03
2013 05 10  1525   56422  55500     1.13e-08    7.54e-07    1.49e-02
2013 05 10  1530   56422  55800     2.33e-09    6.81e-07    3.42e-03
2013 05 10  1535   56422  56100     2.84e-09    6.92e-07    4.11e-03
2013 05 10  1540   56422  56400     2.04e-09    7.14e-07    2.85e-03
2013 05 10  1545   56422  56700     1.85e-09    7.03e-07    2.64e-03
2013 05 10  1550   56422  57000     1.36e-09    6.76e-07    2.00e-03
2013 05 10  1555   56422  57300     1.23e-09    6.78e-07    1.82e-03
2013 05 10  1600   56422  57600     1.00e-09    6.70e-07    1.49e-03
2013 05 10  1605   56422  57900     1.27e-09    6.74e-07    1.88e-03
2013 05 10  1610   56422  58200     1.37e-09    6.97e-07    1.96e-03
2013 05 10  1615   56422  58500     1.32e-09    6.88e-07    1.92e-03
2013 05 10  1620   56422  58800     3.39e-09    7.07e-07    4.72e-03
2013 05 10  1625   56422  59100     9.12e-09    7.58e-07    1.20e-02
2013 05 10  1630   56422  59400     3.92e-08    1.11e-06    3.31e-02
2013 05 10  1635   56422  59700     1.41e-07    2.09e-06    6.72e-02
2013 05 10  1640   56422  60000     1.57e-07    2.53e-06    6.19e-02
2013 05 10  1645   56422  60300     1.29e-07    2.50e-06    5.16e-02
2013 05 10  1650   56422  60600     9.94e-08    2.26e-06    4.39e-02
2013 05 10  1655   56422  60900     8.74e-08    2.14e-06    4.08e-02
2013 05 10  1700   56422  61200     1.10e-07    2.28e-06    4.82e-02
2013 05 10  1705   56422  61500     1.10e-07    2.38e-06    4.62e-02
2013 05 10  1710   56422  61800     8.71e-08    2.27e-06    3.83e-02
2013 05 10  1715   56422  62100     6.16e-08    2.02e-06    3.04e-02
2013 05 10  1720   56422  62400     4.45e-08    1.82e-06    2.44e-02
2013 05 10  1725   56422  62700     3.41e-08    1.63e-06    2.09e-02
2013 05 10  1730   56422  63000     2.33e-08    1.45e-06    1.60e-02
2013 05 10  1735   56422  63300     1.66e-08    1.30e-06    1.28e-02
2013 05 10  1740   56422  63600     1.22e-08    1.18e-06    1.03e-02
2013 05 10  1745   56422  63900     9.11e-09    1.09e-06    8.40e-03
2013 05 10  1750   56422  64200     7.03e-09    1.01e-06    6.95e-03
2013 05 10  1755   56422  64500     8.39e-09    9.85e-07    8.50e-03
2013 05 10  1800   56422  64800     8.37e-09    9.17e-07    9.13e-03
2013 05 10  1805   56422  65100     6.01e-09    8.85e-07    6.80e-03
2013 05 10  1810   56422  65400     3.53e-09    8.38e-07    4.18e-03
2013 05 10  1815   56422  65700     2.80e-09    7.68e-07    3.67e-03
2013 05 10  1820   56422  66000     1.84e-09    7.28e-07    2.54e-03
2013 05 10  1825   56422  66300     2.44e-09    7.21e-07    3.34e-03
2013 05 10  1830   56422  66600     9.55e-09    8.32e-07    1.15e-02
2013 05 10  1835   56422  66900     1.31e-08    8.89e-07    1.47e-02
2013 05 10  1840   56422  67200     1.44e-08    9.11e-07    1.58e-02
2013 05 10  1845   56422  67500     6.50e-09    8.53e-07    7.57e-03
2013 05 10  1850   56422  67800     3.57e-09    7.98e-07    4.47e-03
2013 05 10  1855   56422  68100     2.17e-09    7.54e-07    2.88e-03
2013 05 10  1900   56422  68400     2.82e-09    7.04e-07    3.96e-03
2013 05 10  1905   56422  68700     1.17e-09    6.67e-07    1.75e-03
2013 05 10  1910   56422  69000     1.00e-09    6.52e-07    1.54e-03
2013 05 10  1915   56422  69300     1.20e-09    6.42e-07    1.87e-03
2013 05 10  1920   56422  69600     1.77e-09    6.45e-07    2.73e-03
2013 05 10  1925   56422  69900     1.02e-09    6.19e-07    1.65e-03
2013 05 10  1930   56422  70200     1.00e-09    6.02e-07    1.66e-03
2013 05 10  1935   56422  70500     1.15e-09    6.03e-07    1.90e-03
2013 05 10  1940   56422  70800     2.18e-09    6.10e-07    3.57e-03
2013 05 10  1945   56422  71100     1.03e-09    6.17e-07    1.66e-03
2013 05 10  1950   56422  71400     1.03e-09    6.18e-07    1.66e-03
2013 05 10  1955   56422  71700     1.57e-09    6.19e-07    2.53e-03
2013 05 10  2000   56422  72000     1.50e-09    6.15e-07    2.44e-03
2013 05 10  2005   56422  72300     1.22e-09    6.13e-07    1.99e-03
2013 05 10  2010   56422  72600     1.65e-09    6.21e-07    2.66e-03
2013 05 10  2015   56422  72900     1.03e-09    6.16e-07    1.68e-03
2013 05 10  2020   56422  73200     1.03e-09    6.17e-07    1.67e-03
2013 05 10  2025   56422  73500     1.16e-09    6.42e-07    1.81e-03
2013 05 10  2030   56422  73800     3.40e-09    7.00e-07    4.86e-03
2013 05 10  2035   56422  74100     4.05e-09    7.30e-07    5.49e-03
2013 05 10  2040   56422  74400     7.03e-09    7.70e-07    9.13e-03
2013 05 10  2045   56422  74700     4.21e-09    7.82e-07    5.39e-03
2013 05 10  2050   56422  75000     1.22e-08    8.93e-07    1.35e-02
2013 05 10  2055   56422  75300     7.25e-09    8.76e-07    8.14e-03
2013 05 10  2100   56422  75600     2.56e-09    7.82e-07    3.27e-03
2013 05 10  2105   56422  75900     2.25e-09    7.62e-07    2.96e-03
2013 05 10  2110   56422  76200     4.24e-09    7.89e-07    5.36e-03
2013 05 10  2115   56422  76500     6.16e-09    8.05e-07    7.64e-03
2013 05 10  2120   56422  76800     4.00e-09    7.76e-07    5.12e-03
2013 05 10  2125   56422  77100     1.99e-09    7.58e-07    2.62e-03
2013 05 10  2130   56422  77400     1.45e-09    7.38e-07    1.95e-03
2013 05 10  2135   56422  77700     6.21e-09    7.82e-07    7.91e-03
2013 05 10  2140   56422  78000     5.26e-09    7.94e-07    6.56e-03
2013 05 10  2145   56422  78300     1.59e-09    7.60e-07    2.08e-03
2013 05 10  2150   56422  78600     1.00e-09    7.36e-07    1.36e-03
2013 05 10  2155   56422  78900     1.00e-09    7.06e-07    1.42e-03
2013 05 10  2200   56422  79200     1.33e-09    6.95e-07    1.91e-03
2013 05 10  2205   56422  79500     1.77e-09    7.12e-07    2.48e-03
2013 05 10  2210   56422  79800     1.00e-09    6.94e-07    1.44e-03
2013 05 10  2215   56422  80100     1.15e-09    6.72e-07    1.71e-03
2013 05 10  2220   56422  80400     1.12e-09    6.70e-07    1.67e-03
2013 05 10  2225   56422  80700     1.23e-09    6.99e-07    1.75e-03
2013 05 10  2230   56422  81000     2.49e-09    7.58e-07    3.29e-03
2013 05 10  2235   56422  81300     4.49e-08    1.05e-06    3.95e-02
2013 05 10  2240   56422  81600     1.38e-07    1.71e-06    8.02e-02
2013 05 10  2245   56422  81900     4.93e-08    1.39e-06    3.45e-02
2013 05 10  2250   56422  82200     1.39e-08    1.03e-06    1.33e-02
2013 05 10  2255   56422  82500     2.27e-09    8.12e-07    2.75e-03
2013 05 10  2300   56422  82800     1.03e-09    7.22e-07    1.43e-03
2013 05 10  2305   56422  83100     1.38e-09    6.87e-07    2.01e-03
2013 05 10  2310   56422  83400     3.48e-09    7.29e-07    4.76e-03
2013 05 10  2315   56422  83700     1.58e-09    7.19e-07    2.20e-03
2013 05 10  2320   56422  84000     1.41e-09    6.80e-07    2.08e-03
2013 05 10  2325   56422  84300     1.19e-09    6.54e-07    1.83e-03
2013 05 10  2330   56422  84600     1.00e-09    6.48e-07    1.54e-03
2013 05 10  2335   56422  84900     1.00e-09    6.35e-07    1.57e-03
2013 05 10  2340   56422  85200     1.06e-09    6.07e-07    1.74e-03
2013 05 10  2345   56422  85500     1.00e-09    5.95e-07    1.68e-03
2013 05 10  2350   56422  85800     1.00e-09    5.85e-07    1.71e-03
2013 05 10  2355   56422  86100     1.00e-09    5.79e-07    1.73e-03
