:Data_list: 20070208_G12xr_5m.txt
:Created: 2007 Feb 09 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov
#
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-12
# Location: W075
# Missing data: -1.00e+05
#
#                         GOES-12 Solar X-ray Flux
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2007 02 08  0510   54139  18600     3.89e-09    2.22e-08    1.75e-01
2007 02 08  0515   54139  18900     5.35e-09    2.23e-08    2.40e-01
2007 02 08  0520   54139  19200     5.88e-09    2.23e-08    2.64e-01
2007 02 08  0525   54139  19500     5.83e-09    2.23e-08    2.62e-01
2007 02 08  0530   54139  19800     4.22e-09    2.22e-08    1.90e-01
2007 02 08  0535   54139  20100     3.92e-09    2.23e-08    1.76e-01
2007 02 08  0540   54139  20400     3.89e-09    2.22e-08    1.75e-01
2007 02 08  0545   54139  20700     3.68e-09    2.22e-08    1.66e-01
2007 02 08  0550   54139  21000     2.63e-09    2.23e-08    1.18e-01
2007 02 08  0555   54139  21300     2.33e-09    2.24e-08    1.04e-01
2007 02 08  0600   54139  21600     2.01e-09    2.24e-08    9.01e-02
2007 02 08  0605   54139  21900     1.95e-09    2.23e-08    8.75e-02
2007 02 08  0610   54139  22200     1.96e-09    2.22e-08    8.82e-02
2007 02 08  0615   54139  22500     1.92e-09    2.22e-08    8.64e-02
2007 02 08  0620   54139  22800     1.93e-09    2.22e-08    8.69e-02
2007 02 08  0625   54139  23100     1.92e-09    2.22e-08    8.64e-02
2007 02 08  0630   54139  23400     1.92e-09    2.22e-08    8.66e-02
2007 02 08  0635   54139  23700     3.02e-09    2.22e-08    1.36e-01
2007 02 08  0640   54139  24000     5.43e-09    2.23e-08    2.43e-01
2007 02 08  0645   54139  24300     7.80e-09    2.39e-08    3.26e-01
2007 02 08  0650   54139  24600     7.83e-09    2.25e-08    3.48e-01
2007 02 08  0655   54139  24900     7.84e-09    2.22e-08    3.53e-01
2007 02 08  0700   54139  25200     7.83e-09    2.23e-08    3.52e-01
2007 02 08  0705   54139  25500     7.83e-09    2.23e-08    3.52e-01
2007 02 08  0710   54139  25800     7.83e-09    2.22e-08    3.52e-01
2007 02 08  0715   54139  26100     7.83e-09    2.23e-08    3.52e-01
2007 02 08  0720   54139  26400     7.90e-09    2.27e-08    3.49e-01
2007 02 08  0725   54139  26700     8.57e-09    2.52e-08    3.40e-01
2007 02 08  0730   54139  27000     7.98e-09    2.53e-08    3.16e-01
2007 02 08  0735   54139  27300     7.85e-09    2.37e-08    3.31e-01
2007 02 08  0740   54139  27600     7.83e-09    2.52e-08    3.11e-01
2007 02 08  0745   54139  27900     6.93e-09    2.23e-08    3.10e-01
2007 02 08  0750   54139  28200     5.87e-09    2.23e-08    2.63e-01
2007 02 08  0755   54139  28500     5.87e-09    2.22e-08    2.65e-01
2007 02 08  0800   54139  28800     5.86e-09    2.22e-08    2.63e-01
2007 02 08  0805   54139  29100     5.79e-09    2.22e-08    2.61e-01
2007 02 08  0810   54139  29400     5.29e-09    2.22e-08    2.38e-01
2007 02 08  0815   54139  29700     5.69e-09    2.22e-08    2.56e-01
2007 02 08  0820   54139  30000     5.07e-09    2.22e-08    2.28e-01
2007 02 08  0825   54139  30300     4.01e-09    2.22e-08    1.81e-01
2007 02 08  0830   54139  30600     3.93e-09    2.22e-08    1.77e-01
2007 02 08  0835   54139  30900     3.91e-09    2.22e-08    1.76e-01
2007 02 08  0840   54139  31200     3.99e-09    2.22e-08    1.80e-01
2007 02 08  0845   54139  31500     3.93e-09    2.22e-08    1.77e-01
2007 02 08  0850   54139  31800     3.89e-09    2.22e-08    1.75e-01
2007 02 08  0855   54139  32100     3.88e-09    2.68e-08    1.45e-01
2007 02 08  0900   54139  32400     3.89e-09    2.36e-08    1.65e-01
2007 02 08  0905   54139  32700     3.92e-09    2.23e-08    1.76e-01
2007 02 08  0910   54139  33000     4.83e-09    2.25e-08    2.15e-01
2007 02 08  0915   54139  33300     5.85e-09    2.72e-08    2.15e-01
2007 02 08  0920   54139  33600     5.86e-09    2.92e-08    2.00e-01
2007 02 08  0925   54139  33900     5.86e-09    2.93e-08    2.00e-01
2007 02 08  0930   54139  34200     5.88e-09    2.93e-08    2.01e-01
2007 02 08  0935   54139  34500     5.88e-09    2.93e-08    2.00e-01
2007 02 08  0940   54139  34800     5.86e-09    2.93e-08    2.00e-01
2007 02 08  0945   54139  35100     5.86e-09    2.93e-08    2.00e-01
2007 02 08  0950   54139  35400     5.97e-09    2.99e-08    2.00e-01
2007 02 08  0955   54139  35700     7.34e-09    3.34e-08    2.20e-01
2007 02 08  1000   54139  36000     7.83e-09    3.63e-08    2.16e-01
2007 02 08  1005   54139  36300     7.83e-09    3.63e-08    2.16e-01
2007 02 08  1010   54139  36600     7.83e-09    3.63e-08    2.16e-01
2007 02 08  1015   54139  36900     7.59e-09    3.63e-08    2.09e-01
2007 02 08  1020   54139  37200     6.16e-09    3.64e-08    1.69e-01
2007 02 08  1025   54139  37500     5.87e-09    3.63e-08    1.62e-01
2007 02 08  1030   54139  37800     5.87e-09    3.63e-08    1.62e-01
2007 02 08  1035   54139  38100     5.86e-09    3.63e-08    1.61e-01
2007 02 08  1040   54139  38400     5.85e-09    3.57e-08    1.64e-01
2007 02 08  1045   54139  38700     5.82e-09    3.43e-08    1.70e-01
2007 02 08  1050   54139  39000     5.84e-09    3.51e-08    1.66e-01
2007 02 08  1055   54139  39300     5.86e-09    3.63e-08    1.61e-01
2007 02 08  1100   54139  39600     5.86e-09    3.63e-08    1.61e-01
2007 02 08  1105   54139  39900     5.86e-09    3.63e-08    1.61e-01
2007 02 08  1110   54139  40200     5.86e-09    3.63e-08    1.61e-01
2007 02 08  1115   54139  40500     5.86e-09    3.63e-08    1.61e-01
2007 02 08  1120   54139  40800     5.86e-09    3.63e-08    1.61e-01
2007 02 08  1125   54139  41100     5.86e-09    3.63e-08    1.61e-01
2007 02 08  1130   54139  41400     5.86e-09    3.63e-08    1.61e-01
2007 02 08  1135   54139  41700     4.99e-09    3.63e-08    1.38e-01
2007 02 08  1140   54139  42000     3.92e-09    3.63e-08    1.08e-01
2007 02 08  1145   54139  42300     4.41e-09    4.02e-08    1.10e-01
2007 02 08  1150   54139  42600     3.90e-09    3.24e-08    1.21e-01
2007 02 08  1155   54139  42900     3.89e-09    2.93e-08    1.33e-01
2007 02 08  1200   54139  43200     3.89e-09    2.93e-08    1.33e-01
2007 02 08  1205   54139  43500     3.88e-09    2.93e-08    1.33e-01
2007 02 08  1210   54139  43800     3.89e-09    2.93e-08    1.33e-01
2007 02 08  1215   54139  44100     3.88e-09    2.93e-08    1.33e-01
2007 02 08  1220   54139  44400     3.88e-09    2.93e-08    1.33e-01
2007 02 08  1225   54139  44700     3.89e-09    2.93e-08    1.33e-01
2007 02 08  1230   54139  45000     3.88e-09    2.92e-08    1.33e-01
2007 02 08  1235   54139  45300     3.89e-09    2.89e-08    1.34e-01
2007 02 08  1240   54139  45600     3.88e-09    2.92e-08    1.33e-01
2007 02 08  1245   54139  45900     3.88e-09    2.89e-08    1.34e-01
2007 02 08  1250   54139  46200     3.77e-09    2.80e-08    1.35e-01
2007 02 08  1255   54139  46500     3.89e-09    2.92e-08    1.33e-01
2007 02 08  1300   54139  46800     3.89e-09    2.57e-08    1.52e-01
2007 02 08  1305   54139  47100     3.88e-09    2.31e-08    1.68e-01
2007 02 08  1310   54139  47400     3.88e-09    2.34e-08    1.66e-01
2007 02 08  1315   54139  47700     3.88e-09    2.35e-08    1.65e-01
2007 02 08  1320   54139  48000     3.87e-09    2.27e-08    1.70e-01
2007 02 08  1325   54139  48300     3.80e-09    2.23e-08    1.71e-01
2007 02 08  1330   54139  48600     3.68e-09    2.22e-08    1.65e-01
2007 02 08  1335   54139  48900     3.20e-09    2.25e-08    1.42e-01
2007 02 08  1340   54139  49200     2.89e-09    2.34e-08    1.24e-01
2007 02 08  1345   54139  49500     2.35e-09    2.23e-08    1.05e-01
2007 02 08  1350   54139  49800     2.04e-09    2.22e-08    9.19e-02
2007 02 08  1355   54139  50100     1.93e-09    2.22e-08    8.67e-02
2007 02 08  1400   54139  50400     2.02e-09    2.22e-08    9.11e-02
2007 02 08  1405   54139  50700     2.13e-09    2.22e-08    9.60e-02
2007 02 08  1410   54139  51000     2.10e-09    2.22e-08    9.46e-02
2007 02 08  1415   54139  51300     2.05e-09    2.22e-08    9.23e-02
2007 02 08  1420   54139  51600     2.06e-09    2.22e-08    9.30e-02
2007 02 08  1425   54139  51900     2.01e-09    2.22e-08    9.05e-02
2007 02 08  1430   54139  52200     1.94e-09    2.22e-08    8.72e-02
2007 02 08  1435   54139  52500     2.01e-09    2.22e-08    9.06e-02
2007 02 08  1440   54139  52800     2.04e-09    2.22e-08    9.19e-02
2007 02 08  1445   54139  53100     1.97e-09    2.22e-08    8.87e-02
2007 02 08  1450   54139  53400     1.94e-09    2.22e-08    8.73e-02
2007 02 08  1455   54139  53700     1.94e-09    2.22e-08    8.72e-02
2007 02 08  1500   54139  54000     1.97e-09    2.22e-08    8.85e-02
2007 02 08  1505   54139  54300     1.94e-09    2.22e-08    8.73e-02
2007 02 08  1510   54139  54600     1.93e-09    2.22e-08    8.67e-02
2007 02 08  1515   54139  54900     1.98e-09    2.22e-08    8.90e-02
2007 02 08  1520   54139  55200     1.93e-09    2.22e-08    8.70e-02
2007 02 08  1525   54139  55500     1.98e-09    2.22e-08    8.92e-02
2007 02 08  1530   54139  55800     1.92e-09    2.22e-08    8.66e-02
2007 02 08  1535   54139  56100     1.93e-09    2.22e-08    8.69e-02
2007 02 08  1540   54139  56400     1.97e-09    2.22e-08    8.85e-02
2007 02 08  1545   54139  56700     1.98e-09    2.22e-08    8.90e-02
2007 02 08  1550   54139  57000     1.99e-09    2.22e-08    8.98e-02
2007 02 08  1555   54139  57300     2.16e-09    2.22e-08    9.75e-02
2007 02 08  1600   54139  57600     2.38e-09    2.22e-08    1.07e-01
2007 02 08  1605   54139  57900     2.29e-09    2.22e-08    1.03e-01
2007 02 08  1610   54139  58200     2.20e-09    2.22e-08    9.93e-02
2007 02 08  1615   54139  58500     3.13e-09    2.22e-08    1.41e-01
2007 02 08  1620   54139  58800     3.36e-09    2.22e-08    1.51e-01
2007 02 08  1625   54139  59100     3.56e-09    2.22e-08    1.61e-01
2007 02 08  1630   54139  59400     3.85e-09    2.22e-08    1.73e-01
2007 02 08  1635   54139  59700     3.87e-09    2.22e-08    1.74e-01
2007 02 08  1640   54139  60000     3.88e-09    2.22e-08    1.75e-01
2007 02 08  1645   54139  60300     3.88e-09    2.22e-08    1.75e-01
2007 02 08  1650   54139  60600     3.88e-09    2.22e-08    1.75e-01
2007 02 08  1655   54139  60900     3.87e-09    2.22e-08    1.74e-01
2007 02 08  1700   54139  61200     3.88e-09    2.22e-08    1.75e-01
2007 02 08  1705   54139  61500     3.88e-09    2.22e-08    1.74e-01
2007 02 08  1710   54139  61800     3.88e-09    2.22e-08    1.75e-01
2007 02 08  1715   54139  62100     3.83e-09    2.22e-08    1.72e-01
2007 02 08  1720   54139  62400     3.29e-09    2.22e-08    1.48e-01
2007 02 08  1725   54139  62700     3.63e-09    2.22e-08    1.63e-01
2007 02 08  1730   54139  63000     3.64e-09    2.22e-08    1.64e-01
2007 02 08  1735   54139  63300     3.29e-09    2.23e-08    1.48e-01
2007 02 08  1740   54139  63600     3.66e-09    2.88e-08    1.27e-01
2007 02 08  1745   54139  63900     3.94e-09    5.40e-08    7.30e-02
2007 02 08  1750   54139  64200     4.13e-09    7.82e-08    5.28e-02
2007 02 08  1755   54139  64500     3.95e-09    8.01e-08    4.94e-02
2007 02 08  1800   54139  64800     3.94e-09    7.30e-08    5.39e-02
2007 02 08  1805   54139  65100     3.92e-09    6.04e-08    6.49e-02
2007 02 08  1810   54139  65400     3.89e-09    4.92e-08    7.91e-02
2007 02 08  1815   54139  65700     3.54e-09    4.16e-08    8.51e-02
2007 02 08  1820   54139  66000     2.70e-09    3.65e-08    7.41e-02
2007 02 08  1825   54139  66300     2.36e-09    3.44e-08    6.87e-02
2007 02 08  1830   54139  66600     2.19e-09    2.94e-08    7.43e-02
2007 02 08  1835   54139  66900     2.13e-09    2.94e-08    7.25e-02
2007 02 08  1840   54139  67200     2.25e-09    2.94e-08    7.66e-02
2007 02 08  1845   54139  67500     2.32e-09    2.94e-08    7.90e-02
2007 02 08  1850   54139  67800     2.16e-09    2.60e-08    8.30e-02
2007 02 08  1855   54139  68100     2.04e-09    2.25e-08    9.09e-02
2007 02 08  1900   54139  68400     2.11e-09    2.69e-08    7.87e-02
2007 02 08  1905   54139  68700     2.16e-09    2.26e-08    9.53e-02
2007 02 08  1910   54139  69000     2.10e-09    2.24e-08    9.38e-02
2007 02 08  1915   54139  69300     2.07e-09    2.24e-08    9.22e-02
2007 02 08  1920   54139  69600     2.07e-09    2.34e-08    8.85e-02
2007 02 08  1925   54139  69900     2.05e-09    2.52e-08    8.14e-02
2007 02 08  1930   54139  70200     2.01e-09    2.25e-08    8.94e-02
2007 02 08  1935   54139  70500     1.99e-09    2.24e-08    8.88e-02
2007 02 08  1940   54139  70800     2.02e-09    2.24e-08    8.99e-02
2007 02 08  1945   54139  71100     2.00e-09    2.24e-08    8.90e-02
2007 02 08  1950   54139  71400     1.99e-09    2.24e-08    8.89e-02
2007 02 08  1955   54139  71700     2.00e-09    2.24e-08    8.93e-02
2007 02 08  2000   54139  72000     1.99e-09    2.24e-08    8.87e-02
2007 02 08  2005   54139  72300     2.01e-09    2.24e-08    8.95e-02
2007 02 08  2010   54139  72600     2.02e-09    2.63e-08    7.69e-02
2007 02 08  2015   54139  72900     2.03e-09    2.53e-08    8.05e-02
2007 02 08  2020   54139  73200     2.03e-09    2.71e-08    7.49e-02
2007 02 08  2025   54139  73500     2.02e-09    2.79e-08    7.25e-02
2007 02 08  2030   54139  73800     1.99e-09    2.86e-08    6.96e-02
2007 02 08  2035   54139  74100     2.00e-09    2.25e-08    8.89e-02
2007 02 08  2040   54139  74400     2.00e-09    2.25e-08    8.91e-02
2007 02 08  2045   54139  74700     1.99e-09    2.24e-08    8.85e-02
2007 02 08  2050   54139  75000     2.00e-09    2.24e-08    8.91e-02
2007 02 08  2055   54139  75300     2.01e-09    2.24e-08    8.94e-02
2007 02 08  2100   54139  75600     2.01e-09    2.24e-08    8.96e-02
2007 02 08  2105   54139  75900     2.00e-09    2.24e-08    8.92e-02
2007 02 08  2110   54139  76200     1.99e-09    2.24e-08    8.88e-02
2007 02 08  2115   54139  76500     2.00e-09    2.24e-08    8.91e-02
2007 02 08  2120   54139  76800     1.99e-09    2.24e-08    8.87e-02
2007 02 08  2125   54139  77100     1.99e-09    2.24e-08    8.87e-02
2007 02 08  2130   54139  77400     1.99e-09    2.24e-08    8.87e-02
2007 02 08  2135   54139  77700     1.99e-09    2.24e-08    8.87e-02
2007 02 08  2140   54139  78000     1.99e-09    2.24e-08    8.88e-02
2007 02 08  2145   54139  78300     1.99e-09    2.24e-08    8.86e-02
2007 02 08  2150   54139  78600     2.00e-09    2.24e-08    8.93e-02
2007 02 08  2155   54139  78900     1.99e-09    2.24e-08    8.88e-02
2007 02 08  2200   54139  79200     2.00e-09    2.24e-08    8.91e-02
2007 02 08  2205   54139  79500     2.01e-09    2.24e-08    8.94e-02
2007 02 08  2210   54139  79800     2.01e-09    2.24e-08    8.94e-02
2007 02 08  2215   54139  80100     1.99e-09    2.24e-08    8.88e-02
2007 02 08  2220   54139  80400     2.01e-09    2.24e-08    8.96e-02
2007 02 08  2225   54139  80700     2.00e-09    2.24e-08    8.92e-02
2007 02 08  2230   54139  81000     2.00e-09    2.24e-08    8.92e-02
2007 02 08  2235   54139  81300     2.00e-09    2.26e-08    8.82e-02
2007 02 08  2240   54139  81600     4.30e-08    4.63e-07    9.30e-02
2007 02 08  2245   54139  81900     8.27e-08    1.08e-06    7.65e-02
2007 02 08  2250   54139  82200     2.43e-08    4.85e-07    5.01e-02
2007 02 08  2255   54139  82500     8.16e-09    1.86e-07    4.39e-02
2007 02 08  2300   54139  82800     3.99e-09    8.38e-08    4.76e-02
2007 02 08  2305   54139  83100     2.02e-09    3.81e-08    5.30e-02
2007 02 08  2310   54139  83400     1.99e-09    2.46e-08    8.08e-02
2007 02 08  2315   54139  83700     1.98e-09    2.24e-08    8.84e-02
2007 02 08  2320   54139  84000     1.98e-09    2.24e-08    8.83e-02
2007 02 08  2325   54139  84300     1.99e-09    2.24e-08    8.89e-02
2007 02 08  2330   54139  84600     1.98e-09    2.24e-08    8.82e-02
2007 02 08  2335   54139  84900     1.98e-09    2.16e-08    9.15e-02
2007 02 08  2340   54139  85200     1.98e-09    1.77e-08    1.12e-01
2007 02 08  2345   54139  85500     1.97e-09    1.56e-08    1.26e-01
2007 02 08  2350   54139  85800     1.97e-09    1.54e-08    1.28e-01
2007 02 08  2355   54139  86100     1.97e-09    1.53e-08    1.29e-01
