:Data_list: 20120119_Gp_xr_5m.txt
:Created: 2012 Jan 20 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2012 01 19  0835   55945  30900     2.81e-08    1.10e-06    2.55e-02
2012 01 19  0840   55945  31200     1.17e-08    9.22e-07    1.27e-02
2012 01 19  0845   55945  31500     4.70e-09    7.91e-07    5.94e-03
2012 01 19  0850   55945  31800     2.31e-09    7.23e-07    3.20e-03
2012 01 19  0855   55945  32100     1.35e-09    6.89e-07    1.96e-03
2012 01 19  0900   55945  32400     1.46e-09    6.72e-07    2.17e-03
2012 01 19  0905   55945  32700     1.00e-09    6.34e-07    1.58e-03
2012 01 19  0910   55945  33000     1.34e-09    6.00e-07    2.24e-03
2012 01 19  0915   55945  33300     1.21e-09    5.68e-07    2.13e-03
2012 01 19  0920   55945  33600     1.00e-09    5.42e-07    1.85e-03
2012 01 19  0925   55945  33900     1.00e-09    5.26e-07    1.90e-03
2012 01 19  0930   55945  34200     1.00e-09    5.16e-07    1.94e-03
2012 01 19  0935   55945  34500     1.14e-09    5.23e-07    2.18e-03
2012 01 19  0940   55945  34800     1.02e-09    5.49e-07    1.85e-03
2012 01 19  0945   55945  35100     6.51e-09    6.74e-07    9.66e-03
2012 01 19  0950   55945  35400     3.14e-09    6.76e-07    4.64e-03
2012 01 19  0955   55945  35700     1.86e-09    6.35e-07    2.93e-03
2012 01 19  1000   55945  36000     1.26e-09    5.99e-07    2.11e-03
2012 01 19  1005   55945  36300     1.00e-09    5.63e-07    1.78e-03
2012 01 19  1010   55945  36600     1.00e-09    5.82e-07    1.72e-03
2012 01 19  1015   55945  36900     1.02e-09    6.01e-07    1.70e-03
2012 01 19  1020   55945  37200     8.48e-09    6.66e-07    1.27e-02
2012 01 19  1025   55945  37500     2.05e-08    8.60e-07    2.39e-02
2012 01 19  1030   55945  37800     8.26e-09    7.23e-07    1.14e-02
2012 01 19  1035   55945  38100     3.31e-09    6.46e-07    5.13e-03
2012 01 19  1040   55945  38400     1.00e-09    5.88e-07    1.71e-03
2012 01 19  1045   55945  38700     1.43e-09    5.86e-07    2.44e-03
2012 01 19  1050   55945  39000     6.59e-09    6.77e-07    9.74e-03
2012 01 19  1055   55945  39300     7.17e-09    7.57e-07    9.47e-03
2012 01 19  1100   55945  39600     2.72e-09    6.58e-07    4.13e-03
2012 01 19  1105   55945  39900     1.24e-09    6.05e-07    2.04e-03
2012 01 19  1110   55945  40200     1.03e-09    5.75e-07    1.79e-03
2012 01 19  1115   55945  40500     2.72e-09    5.79e-07    4.69e-03
2012 01 19  1120   55945  40800     1.83e-09    6.04e-07    3.04e-03
2012 01 19  1125   55945  41100     2.45e-09    5.86e-07    4.18e-03
2012 01 19  1130   55945  41400     1.30e-09    5.72e-07    2.27e-03
2012 01 19  1135   55945  41700     2.08e-09    5.77e-07    3.60e-03
2012 01 19  1140   55945  42000     4.39e-09    6.16e-07    7.14e-03
2012 01 19  1145   55945  42300     5.12e-09    6.35e-07    8.06e-03
2012 01 19  1150   55945  42600     3.03e-09    6.18e-07    4.90e-03
2012 01 19  1155   55945  42900     1.15e-09    6.12e-07    1.87e-03
2012 01 19  1200   55945  43200     1.15e-09    6.05e-07    1.91e-03
2012 01 19  1205   55945  43500     1.35e-09    5.93e-07    2.27e-03
2012 01 19  1210   55945  43800     1.01e-09    5.90e-07    1.72e-03
2012 01 19  1215   55945  44100     1.89e-09    5.98e-07    3.15e-03
2012 01 19  1220   55945  44400     3.44e-09    6.31e-07    5.45e-03
2012 01 19  1225   55945  44700     1.30e-09    6.46e-07    2.02e-03
2012 01 19  1230   55945  45000     2.83e-09    6.74e-07    4.19e-03
2012 01 19  1235   55945  45300     7.61e-09    7.61e-07    9.99e-03
2012 01 19  1240   55945  45600     1.26e-08    8.84e-07    1.42e-02
2012 01 19  1245   55945  45900     1.64e-07    2.44e-06    6.71e-02
2012 01 19  1250   55945  46200     2.12e-07    3.11e-06    6.82e-02
2012 01 19  1255   55945  46500     1.12e-07    2.40e-06    4.66e-02
2012 01 19  1300   55945  46800     4.96e-08    1.70e-06    2.91e-02
2012 01 19  1305   55945  47100     3.04e-08    1.31e-06    2.31e-02
2012 01 19  1310   55945  47400     2.00e-08    1.10e-06    1.81e-02
2012 01 19  1315   55945  47700     1.08e-08    9.61e-07    1.12e-02
2012 01 19  1320   55945  48000     8.52e-09    8.80e-07    9.69e-03
2012 01 19  1325   55945  48300     5.94e-09    8.17e-07    7.27e-03
2012 01 19  1330   55945  48600     4.92e-09    7.97e-07    6.18e-03
2012 01 19  1335   55945  48900     3.62e-09    7.47e-07    4.84e-03
2012 01 19  1340   55945  49200     2.03e-09    7.23e-07    2.80e-03
2012 01 19  1345   55945  49500     1.13e-08    7.89e-07    1.43e-02
2012 01 19  1350   55945  49800     2.56e-08    9.14e-07    2.80e-02
2012 01 19  1355   55945  50100     3.55e-08    1.06e-06    3.36e-02
2012 01 19  1400   55945  50400     4.74e-08    1.23e-06    3.86e-02
2012 01 19  1405   55945  50700     6.32e-08    1.52e-06    4.15e-02
2012 01 19  1410   55945  51000     8.40e-08    1.87e-06    4.50e-02
2012 01 19  1415   55945  51300     1.12e-07    2.16e-06    5.22e-02
2012 01 19  1420   55945  51600     1.31e-07    2.34e-06    5.59e-02
2012 01 19  1425   55945  51900     1.48e-07    2.53e-06    5.86e-02
2012 01 19  1430   55945  52200     1.88e-07    2.80e-06    6.70e-02
2012 01 19  1435   55945  52500     2.73e-07    3.37e-06    8.10e-02
2012 01 19  1440   55945  52800     4.48e-07    4.43e-06    1.01e-01
2012 01 19  1445   55945  53100     7.72e-07    6.06e-06    1.27e-01
2012 01 19  1450   55945  53400     1.12e-06    7.78e-06    1.44e-01
2012 01 19  1455   55945  53700     1.48e-06    9.56e-06    1.54e-01
2012 01 19  1500   55945  54000     1.84e-06    1.15e-05    1.60e-01
2012 01 19  1505   55945  54300     2.30e-06    1.39e-05    1.65e-01
2012 01 19  1510   55945  54600     2.82e-06    1.68e-05    1.68e-01
2012 01 19  1515   55945  54900     3.32e-06    1.97e-05    1.69e-01
2012 01 19  1520   55945  55200     3.74e-06    2.24e-05    1.67e-01
2012 01 19  1525   55945  55500     4.02e-06    2.46e-05    1.63e-01
2012 01 19  1530   55945  55800     4.19e-06    2.65e-05    1.58e-01
2012 01 19  1535   55945  56100     4.32e-06    2.83e-05    1.53e-01
2012 01 19  1540   55945  56400     4.35e-06    2.96e-05    1.47e-01
2012 01 19  1545   55945  56700     4.34e-06    3.06e-05    1.42e-01
2012 01 19  1550   55945  57000     4.34e-06    3.14e-05    1.38e-01
2012 01 19  1555   55945  57300     4.32e-06    3.20e-05    1.35e-01
2012 01 19  1600   55945  57600     4.22e-06    3.21e-05    1.32e-01
2012 01 19  1605   55945  57900     4.13e-06    3.21e-05    1.28e-01
2012 01 19  1610   55945  58200     4.00e-06    3.19e-05    1.25e-01
2012 01 19  1615   55945  58500     3.90e-06    3.18e-05    1.23e-01
2012 01 19  1620   55945  58800     3.77e-06    3.14e-05    1.20e-01
2012 01 19  1625   55945  59100     3.61e-06    3.09e-05    1.17e-01
2012 01 19  1630   55945  59400     3.41e-06    3.02e-05    1.13e-01
2012 01 19  1635   55945  59700     3.29e-06    2.97e-05    1.11e-01
2012 01 19  1640   55945  60000     3.09e-06    2.88e-05    1.08e-01
2012 01 19  1645   55945  60300     2.91e-06    2.78e-05    1.05e-01
2012 01 19  1650   55945  60600     2.74e-06    2.69e-05    1.02e-01
2012 01 19  1655   55945  60900     2.57e-06    2.59e-05    9.93e-02
2012 01 19  1700   55945  61200     2.43e-06    2.50e-05    9.72e-02
2012 01 19  1705   55945  61500     2.24e-06    2.38e-05    9.38e-02
2012 01 19  1710   55945  61800     2.11e-06    2.30e-05    9.20e-02
2012 01 19  1715   55945  62100     1.96e-06    2.20e-05    8.92e-02
2012 01 19  1720   55945  62400     1.82e-06    2.10e-05    8.68e-02
2012 01 19  1725   55945  62700     1.69e-06    2.01e-05    8.43e-02
2012 01 19  1730   55945  63000     1.59e-06    1.92e-05    8.26e-02
2012 01 19  1735   55945  63300     1.46e-06    1.83e-05    8.02e-02
2012 01 19  1740   55945  63600     1.37e-06    1.75e-05    7.85e-02
2012 01 19  1745   55945  63900     1.29e-06    1.67e-05    7.69e-02
2012 01 19  1750   55945  64200     1.20e-06    1.60e-05    7.50e-02
2012 01 19  1755   55945  64500     1.13e-06    1.54e-05    7.32e-02
2012 01 19  1800   55945  64800     1.06e-06    1.48e-05    7.16e-02
2012 01 19  1805   55945  65100     9.81e-07    1.41e-05    6.97e-02
2012 01 19  1810   55945  65400     9.19e-07    1.35e-05    6.81e-02
2012 01 19  1815   55945  65700     8.58e-07    1.29e-05    6.64e-02
2012 01 19  1820   55945  66000     8.00e-07    1.24e-05    6.46e-02
2012 01 19  1825   55945  66300     7.47e-07    1.19e-05    6.30e-02
2012 01 19  1830   55945  66600     6.98e-07    1.14e-05    6.12e-02
2012 01 19  1835   55945  66900     6.48e-07    1.09e-05    5.95e-02
2012 01 19  1840   55945  67200     6.04e-07    1.04e-05    5.81e-02
2012 01 19  1845   55945  67500     5.68e-07    1.00e-05    5.69e-02
2012 01 19  1850   55945  67800     5.31e-07    9.57e-06    5.55e-02
2012 01 19  1855   55945  68100     4.94e-07    9.11e-06    5.42e-02
2012 01 19  1900   55945  68400     4.64e-07    8.72e-06    5.32e-02
2012 01 19  1905   55945  68700     4.33e-07    8.36e-06    5.18e-02
2012 01 19  1910   55945  69000     4.06e-07    8.01e-06    5.07e-02
2012 01 19  1915   55945  69300     3.77e-07    7.66e-06    4.92e-02
2012 01 19  1920   55945  69600     3.56e-07    7.36e-06    4.83e-02
2012 01 19  1925   55945  69900     3.36e-07    7.04e-06    4.78e-02
2012 01 19  1930   55945  70200     3.16e-07    6.76e-06    4.67e-02
2012 01 19  1935   55945  70500     2.99e-07    6.50e-06    4.60e-02
2012 01 19  1940   55945  70800     2.79e-07    6.24e-06    4.47e-02
2012 01 19  1945   55945  71100     2.65e-07    6.00e-06    4.41e-02
2012 01 19  1950   55945  71400     2.49e-07    5.75e-06    4.32e-02
2012 01 19  1955   55945  71700     2.32e-07    5.52e-06    4.20e-02
2012 01 19  2000   55945  72000    -1.00e+05   -1.00e+05   -1.00e+05
2012 01 19  2005   55945  72300     2.05e-07    5.03e-06    4.07e-02
2012 01 19  2010   55945  72600     1.97e-07    4.92e-06    4.01e-02
2012 01 19  2015   55945  72900     1.86e-07    4.74e-06    3.93e-02
2012 01 19  2020   55945  73200     1.76e-07    4.56e-06    3.86e-02
2012 01 19  2025   55945  73500     1.69e-07    4.41e-06    3.83e-02
2012 01 19  2030   55945  73800     1.60e-07    4.28e-06    3.73e-02
2012 01 19  2035   55945  74100     1.51e-07    4.13e-06    3.65e-02
2012 01 19  2040   55945  74400     1.43e-07    3.99e-06    3.59e-02
2012 01 19  2045   55945  74700     1.38e-07    3.87e-06    3.56e-02
2012 01 19  2050   55945  75000     1.31e-07    3.76e-06    3.47e-02
2012 01 19  2055   55945  75300     1.23e-07    3.65e-06    3.36e-02
2012 01 19  2100   55945  75600     1.15e-07    3.54e-06    3.26e-02
2012 01 19  2105   55945  75900     1.12e-07    3.43e-06    3.26e-02
2012 01 19  2110   55945  76200     1.06e-07    3.33e-06    3.19e-02
2012 01 19  2115   55945  76500     1.01e-07    3.23e-06    3.13e-02
2012 01 19  2120   55945  76800     9.74e-08    3.15e-06    3.09e-02
2012 01 19  2125   55945  77100     9.37e-08    3.07e-06    3.05e-02
2012 01 19  2130   55945  77400     8.89e-08    2.99e-06    2.98e-02
2012 01 19  2135   55945  77700     8.57e-08    2.89e-06    2.96e-02
2012 01 19  2140   55945  78000     8.37e-08    2.83e-06    2.96e-02
2012 01 19  2145   55945  78300     7.77e-08    2.76e-06    2.82e-02
2012 01 19  2150   55945  78600     7.41e-08    2.70e-06    2.75e-02
2012 01 19  2155   55945  78900     7.45e-08    2.63e-06    2.83e-02
2012 01 19  2200   55945  79200     7.20e-08    2.57e-06    2.81e-02
2012 01 19  2205   55945  79500     6.85e-08    2.52e-06    2.72e-02
2012 01 19  2210   55945  79800     6.54e-08    2.46e-06    2.66e-02
2012 01 19  2215   55945  80100     6.23e-08    2.41e-06    2.58e-02
2012 01 19  2220   55945  80400     6.01e-08    2.37e-06    2.54e-02
2012 01 19  2225   55945  80700     5.90e-08    2.32e-06    2.55e-02
2012 01 19  2230   55945  81000     5.72e-08    2.27e-06    2.52e-02
2012 01 19  2235   55945  81300     5.75e-08    2.23e-06    2.58e-02
2012 01 19  2240   55945  81600     5.46e-08    2.18e-06    2.50e-02
2012 01 19  2245   55945  81900     5.04e-08    2.13e-06    2.37e-02
2012 01 19  2250   55945  82200     5.12e-08    2.09e-06    2.46e-02
2012 01 19  2255   55945  82500     4.69e-08    2.04e-06    2.30e-02
2012 01 19  2300   55945  82800     4.70e-08    1.99e-06    2.35e-02
2012 01 19  2305   55945  83100     4.40e-08    1.95e-06    2.25e-02
2012 01 19  2310   55945  83400     4.43e-08    1.92e-06    2.31e-02
2012 01 19  2315   55945  83700     4.39e-08    1.88e-06    2.34e-02
2012 01 19  2320   55945  84000     4.11e-08    1.84e-06    2.24e-02
2012 01 19  2325   55945  84300     3.78e-08    1.79e-06    2.11e-02
2012 01 19  2330   55945  84600     3.60e-08    1.76e-06    2.05e-02
2012 01 19  2335   55945  84900     3.41e-08    1.71e-06    1.99e-02
2012 01 19  2340   55945  85200     3.30e-08    1.67e-06    1.97e-02
2012 01 19  2345   55945  85500     3.25e-08    1.65e-06    1.97e-02
2012 01 19  2350   55945  85800     3.14e-08    1.62e-06    1.94e-02
2012 01 19  2355   55945  86100     2.94e-08    1.59e-06    1.85e-02
