:Data_list: 20130515_Gp_xr_5m.txt
:Created: 2013 May 16 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2013 05 15  0315   56427  11700     7.58e-07    8.73e-06    8.68e-02
2013 05 15  0320   56427  12000     6.72e-07    7.93e-06    8.47e-02
2013 05 15  0325   56427  12300     6.14e-07    7.39e-06    8.30e-02
2013 05 15  0330   56427  12600     5.60e-07    6.87e-06    8.16e-02
2013 05 15  0335   56427  12900     5.06e-07    6.38e-06    7.93e-02
2013 05 15  0340   56427  13200     4.53e-07    5.96e-06    7.60e-02
2013 05 15  0345   56427  13500     4.08e-07    5.57e-06    7.31e-02
2013 05 15  0350   56427  13800     3.67e-07    5.22e-06    7.03e-02
2013 05 15  0355   56427  14100     3.37e-07    4.93e-06    6.84e-02
2013 05 15  0400   56427  14400     3.10e-07    4.68e-06    6.62e-02
2013 05 15  0405   56427  14700     3.00e-07    4.58e-06    6.55e-02
2013 05 15  0410   56427  15000     2.88e-07    4.45e-06    6.47e-02
2013 05 15  0415   56427  15300     2.60e-07    4.14e-06    6.28e-02
2013 05 15  0420   56427  15600     2.36e-07    3.84e-06    6.15e-02
2013 05 15  0425   56427  15900     2.16e-07    3.60e-06    6.00e-02
2013 05 15  0430   56427  16200     1.97e-07    3.41e-06    5.77e-02
2013 05 15  0435   56427  16500     1.77e-07    3.19e-06    5.55e-02
2013 05 15  0440   56427  16800     1.58e-07    3.00e-06    5.27e-02
2013 05 15  0445   56427  17100     1.44e-07    2.86e-06    5.03e-02
2013 05 15  0450   56427  17400     1.28e-07    2.66e-06    4.83e-02
2013 05 15  0455   56427  17700     1.21e-07    2.52e-06    4.80e-02
2013 05 15  0500   56427  18000     1.10e-07    2.37e-06    4.64e-02
2013 05 15  0505   56427  18300     9.97e-08    2.24e-06    4.44e-02
2013 05 15  0510   56427  18600     9.17e-08    2.13e-06    4.30e-02
2013 05 15  0515   56427  18900     8.64e-08    2.05e-06    4.23e-02
2013 05 15  0520   56427  19200     8.46e-08    1.98e-06    4.27e-02
2013 05 15  0525   56427  19500     7.89e-08    1.88e-06    4.20e-02
2013 05 15  0530   56427  19800     7.28e-08    1.80e-06    4.04e-02
2013 05 15  0535   56427  20100     6.99e-08    1.74e-06    4.02e-02
2013 05 15  0540   56427  20400     6.50e-08    1.68e-06    3.88e-02
2013 05 15  0545   56427  20700     6.11e-08    1.62e-06    3.76e-02
2013 05 15  0550   56427  21000     5.87e-08    1.59e-06    3.70e-02
2013 05 15  0555   56427  21300     5.44e-08    1.54e-06    3.53e-02
2013 05 15  0600   56427  21600     5.37e-08    1.52e-06    3.53e-02
2013 05 15  0605   56427  21900     5.49e-08    1.53e-06    3.59e-02
2013 05 15  0610   56427  22200     5.06e-08    1.52e-06    3.34e-02
2013 05 15  0615   56427  22500     4.74e-08    1.48e-06    3.20e-02
2013 05 15  0620   56427  22800     5.10e-08    1.54e-06    3.31e-02
2013 05 15  0625   56427  23100     5.31e-08    1.60e-06    3.32e-02
2013 05 15  0630   56427  23400     4.96e-08    1.57e-06    3.16e-02
2013 05 15  0635   56427  23700     4.62e-08    1.48e-06    3.11e-02
2013 05 15  0640   56427  24000     4.22e-08    1.42e-06    2.96e-02
2013 05 15  0645   56427  24300     4.04e-08    1.39e-06    2.90e-02
2013 05 15  0650   56427  24600     3.83e-08    1.36e-06    2.80e-02
2013 05 15  0655   56427  24900     3.95e-08    1.35e-06    2.94e-02
2013 05 15  0700   56427  25200     3.62e-08    1.32e-06    2.74e-02
2013 05 15  0705   56427  25500     3.57e-08    1.31e-06    2.73e-02
2013 05 15  0710   56427  25800     3.50e-08    1.29e-06    2.72e-02
2013 05 15  0715   56427  26100     3.29e-08    1.28e-06    2.58e-02
2013 05 15  0720   56427  26400     2.94e-08    1.26e-06    2.33e-02
2013 05 15  0725   56427  26700     2.97e-08    1.24e-06    2.39e-02
2013 05 15  0730   56427  27000     2.83e-08    1.24e-06    2.29e-02
2013 05 15  0735   56427  27300     2.73e-08    1.22e-06    2.24e-02
2013 05 15  0740   56427  27600     2.60e-08    1.21e-06    2.15e-02
2013 05 15  0745   56427  27900     2.53e-08    1.20e-06    2.12e-02
2013 05 15  0750   56427  28200     2.67e-08    1.18e-06    2.26e-02
2013 05 15  0755   56427  28500     2.83e-08    1.17e-06    2.43e-02
2013 05 15  0800   56427  28800     2.50e-08    1.14e-06    2.20e-02
2013 05 15  0805   56427  29100     2.31e-08    1.14e-06    2.03e-02
2013 05 15  0810   56427  29400     2.30e-08    1.13e-06    2.03e-02
2013 05 15  0815   56427  29700     2.19e-08    1.12e-06    1.96e-02
2013 05 15  0820   56427  30000     2.19e-08    1.11e-06    1.97e-02
2013 05 15  0825   56427  30300     2.25e-08    1.12e-06    2.01e-02
2013 05 15  0830   56427  30600     2.01e-08    1.10e-06    1.83e-02
2013 05 15  0835   56427  30900     1.95e-08    1.09e-06    1.79e-02
2013 05 15  0840   56427  31200     2.26e-08    1.14e-06    1.98e-02
2013 05 15  0845   56427  31500     2.69e-08    1.22e-06    2.20e-02
2013 05 15  0850   56427  31800     2.04e-08    1.16e-06    1.76e-02
2013 05 15  0855   56427  32100     2.19e-08    1.18e-06    1.86e-02
2013 05 15  0900   56427  32400     2.30e-08    1.23e-06    1.87e-02
2013 05 15  0905   56427  32700     2.78e-08    1.32e-06    2.10e-02
2013 05 15  0910   56427  33000     2.61e-08    1.33e-06    1.96e-02
2013 05 15  0915   56427  33300     2.13e-08    1.27e-06    1.67e-02
2013 05 15  0920   56427  33600     1.62e-08    1.19e-06    1.36e-02
2013 05 15  0925   56427  33900     1.33e-08    1.17e-06    1.13e-02
2013 05 15  0930   56427  34200     3.48e-08    1.39e-06    2.50e-02
2013 05 15  0935   56427  34500     2.06e-08    1.21e-06    1.69e-02
2013 05 15  0940   56427  34800     1.59e-08    1.12e-06    1.41e-02
2013 05 15  0945   56427  35100     9.00e-09    1.03e-06    8.72e-03
2013 05 15  0950   56427  35400     8.36e-09    9.72e-07    8.60e-03
2013 05 15  0955   56427  35700     9.16e-09    9.36e-07    9.78e-03
2013 05 15  1000   56427  36000     8.08e-09    9.33e-07    8.65e-03
2013 05 15  1005   56427  36300     8.46e-09    9.77e-07    8.67e-03
2013 05 15  1010   56427  36600     5.03e-09    9.64e-07    5.20e-03
2013 05 15  1015   56427  36900     3.77e-09    9.18e-07    4.12e-03
2013 05 15  1020   56427  37200     5.50e-09    8.85e-07    6.21e-03
2013 05 15  1025   56427  37500     5.14e-09    8.72e-07    5.90e-03
2013 05 15  1030   56427  37800     1.09e-08    9.88e-07    1.10e-02
2013 05 15  1035   56427  38100     5.90e-09    9.04e-07    6.53e-03
2013 05 15  1040   56427  38400     5.56e-09    8.76e-07    6.35e-03
2013 05 15  1045   56427  38700     5.29e-09    8.59e-07    6.16e-03
2013 05 15  1050   56427  39000     6.71e-09    8.79e-07    7.62e-03
2013 05 15  1055   56427  39300     1.45e-08    9.66e-07    1.50e-02
2013 05 15  1100   56427  39600     8.42e-09    9.45e-07    8.91e-03
2013 05 15  1105   56427  39900     7.58e-09    9.06e-07    8.36e-03
2013 05 15  1110   56427  40200     8.30e-09    8.86e-07    9.35e-03
2013 05 15  1115   56427  40500     6.87e-09    8.95e-07    7.67e-03
2013 05 15  1120   56427  40800     4.90e-09    8.55e-07    5.72e-03
2013 05 15  1125   56427  41100     3.37e-09    8.16e-07    4.14e-03
2013 05 15  1130   56427  41400     3.58e-09    7.90e-07    4.52e-03
2013 05 15  1135   56427  41700     2.05e-09    7.76e-07    2.64e-03
2013 05 15  1140   56427  42000     3.00e-09    7.78e-07    3.86e-03
2013 05 15  1145   56427  42300     3.75e-09    7.77e-07    4.81e-03
2013 05 15  1150   56427  42600     3.01e-09    7.72e-07    3.90e-03
2013 05 15  1155   56427  42900     3.23e-09    7.39e-07    4.35e-03
2013 05 15  1200   56427  43200     3.35e-09    7.28e-07    4.60e-03
2013 05 15  1205   56427  43500     3.49e-09    7.26e-07    4.80e-03
2013 05 15  1210   56427  43800     1.02e-08    8.25e-07    1.19e-02
2013 05 15  1215   56427  44100     2.49e-08    1.04e-06    2.40e-02
2013 05 15  1220   56427  44400     2.98e-08    1.17e-06    2.52e-02
2013 05 15  1225   56427  44700     5.03e-08    1.46e-06    3.45e-02
2013 05 15  1230   56427  45000     5.19e-08    1.54e-06    3.38e-02
2013 05 15  1235   56427  45300     5.70e-08    1.60e-06    3.57e-02
2013 05 15  1240   56427  45600     4.93e-08    1.52e-06    3.24e-02
2013 05 15  1245   56427  45900     4.21e-08    1.44e-06    2.93e-02
2013 05 15  1250   56427  46200     2.88e-08    1.33e-06    2.15e-02
2013 05 15  1255   56427  46500     2.06e-08    1.23e-06    1.67e-02
2013 05 15  1300   56427  46800     2.20e-08    1.22e-06    1.81e-02
2013 05 15  1305   56427  47100     1.83e-08    1.18e-06    1.55e-02
2013 05 15  1310   56427  47400     1.40e-08    1.08e-06    1.30e-02
2013 05 15  1315   56427  47700     1.09e-08    1.02e-06    1.07e-02
2013 05 15  1320   56427  48000     1.15e-08    1.01e-06    1.14e-02
2013 05 15  1325   56427  48300     2.23e-08    1.10e-06    1.87e-02
2013 05 15  1330   56427  48600     3.12e-08    1.29e-06    2.37e-02
2013 05 15  1335   56427  48900     1.68e-08    1.09e-06    1.54e-02
2013 05 15  1340   56427  49200     1.28e-08    9.81e-07    1.30e-02
2013 05 15  1345   56427  49500     1.04e-08    8.98e-07    1.16e-02
2013 05 15  1350   56427  49800     1.00e-08    8.46e-07    1.18e-02
2013 05 15  1355   56427  50100     9.76e-09    8.17e-07    1.19e-02
2013 05 15  1400   56427  50400     9.54e-09    7.87e-07    1.21e-02
2013 05 15  1405   56427  50700     8.92e-09    7.76e-07    1.15e-02
2013 05 15  1410   56427  51000     9.77e-09    7.76e-07    1.26e-02
2013 05 15  1415   56427  51300     7.44e-09    7.78e-07    9.56e-03
2013 05 15  1420   56427  51600     6.22e-09    7.58e-07    8.21e-03
2013 05 15  1425   56427  51900     6.80e-09    7.64e-07    8.86e-03
2013 05 15  1430   56427  52200     9.11e-09    8.06e-07    1.13e-02
2013 05 15  1435   56427  52500     7.47e-09    7.83e-07    9.55e-03
2013 05 15  1440   56427  52800     9.07e-09    7.67e-07    1.18e-02
2013 05 15  1445   56427  53100     8.09e-09    7.57e-07    1.07e-02
2013 05 15  1450   56427  53400     8.63e-09    7.68e-07    1.12e-02
2013 05 15  1455   56427  53700     7.21e-09    7.84e-07    9.20e-03
2013 05 15  1500   56427  54000     1.11e-08    8.17e-07    1.35e-02
2013 05 15  1505   56427  54300     2.21e-08    9.75e-07    2.27e-02
2013 05 15  1510   56427  54600     1.19e-08    8.82e-07    1.35e-02
2013 05 15  1515   56427  54900     3.30e-09    8.03e-07    4.10e-03
2013 05 15  1520   56427  55200     4.82e-09    7.70e-07    6.26e-03
2013 05 15  1525   56427  55500     4.23e-09    7.58e-07    5.56e-03
2013 05 15  1530   56427  55800     4.53e-09    7.50e-07    6.03e-03
2013 05 15  1535   56427  56100     3.55e-09    7.33e-07    4.85e-03
2013 05 15  1540   56427  56400     2.10e-09    6.99e-07    3.00e-03
2013 05 15  1545   56427  56700     3.31e-09    7.30e-07    4.46e-03
2013 05 15  1550   56427  57000     2.80e-09    6.84e-07    4.09e-03
2013 05 15  1555   56427  57300     1.59e-09    6.69e-07    2.38e-03
2013 05 15  1600   56427  57600     1.68e-09    6.65e-07    2.52e-03
2013 05 15  1605   56427  57900     1.41e-09    6.63e-07    2.12e-03
2013 05 15  1610   56427  58200     3.01e-08    9.78e-07    2.81e-02
2013 05 15  1615   56427  58500     1.78e-08    9.62e-07    1.82e-02
2013 05 15  1620   56427  58800     4.77e-09    7.90e-07    5.94e-03
2013 05 15  1625   56427  59100     6.89e-09    7.40e-07    9.29e-03
2013 05 15  1630   56427  59400     2.68e-09    7.02e-07    3.75e-03
2013 05 15  1635   56427  59700     5.48e-09    7.31e-07    7.49e-03
2013 05 15  1640   56427  60000     1.59e-09    6.83e-07    2.33e-03
2013 05 15  1645   56427  60300     1.11e-09    6.59e-07    1.69e-03
2013 05 15  1650   56427  60600     1.13e-09    6.58e-07    1.72e-03
2013 05 15  1655   56427  60900     2.91e-09    6.84e-07    4.26e-03
2013 05 15  1700   56427  61200     2.31e-09    6.93e-07    3.31e-03
2013 05 15  1705   56427  61500     1.06e-09    6.47e-07    1.63e-03
2013 05 15  1710   56427  61800     1.03e-09    6.26e-07    1.64e-03
2013 05 15  1715   56427  62100     1.16e-09    6.20e-07    1.88e-03
2013 05 15  1720   56427  62400     6.52e-09    7.23e-07    8.62e-03
2013 05 15  1725   56427  62700     1.39e-09    6.42e-07    2.16e-03
2013 05 15  1730   56427  63000     1.04e-09    6.31e-07    1.64e-03
2013 05 15  1735   56427  63300     1.21e-09    6.47e-07    1.87e-03
2013 05 15  1740   56427  63600     1.15e-09    6.50e-07    1.77e-03
2013 05 15  1745   56427  63900     1.10e-09    6.43e-07    1.71e-03
2013 05 15  1750   56427  64200     1.07e-09    6.34e-07    1.69e-03
2013 05 15  1755   56427  64500     1.04e-09    6.17e-07    1.69e-03
2013 05 15  1800   56427  64800     1.02e-09    5.99e-07    1.70e-03
2013 05 15  1805   56427  65100     1.00e-09    6.06e-07    1.65e-03
2013 05 15  1810   56427  65400     1.02e-09    5.91e-07    1.72e-03
2013 05 15  1815   56427  65700     1.00e-09    5.86e-07    1.71e-03
2013 05 15  1820   56427  66000     1.01e-09    5.96e-07    1.70e-03
2013 05 15  1825   56427  66300     1.00e-09    6.08e-07    1.65e-03
2013 05 15  1830   56427  66600     1.02e-09    6.03e-07    1.68e-03
2013 05 15  1835   56427  66900     1.00e-09    6.01e-07    1.67e-03
2013 05 15  1840   56427  67200     1.00e-09    5.97e-07    1.68e-03
2013 05 15  1845   56427  67500     1.00e-09    6.09e-07    1.64e-03
2013 05 15  1850   56427  67800     1.00e-09    6.41e-07    1.56e-03
2013 05 15  1855   56427  68100     1.00e-09    6.41e-07    1.56e-03
2013 05 15  1900   56427  68400     1.19e-09    6.33e-07    1.88e-03
2013 05 15  1905   56427  68700     1.00e-09    6.37e-07    1.57e-03
2013 05 15  1910   56427  69000     1.00e-09    6.10e-07    1.64e-03
2013 05 15  1915   56427  69300     1.15e-09    5.98e-07    1.93e-03
2013 05 15  1920   56427  69600     1.01e-09    5.96e-07    1.70e-03
2013 05 15  1925   56427  69900     1.11e-09    6.18e-07    1.79e-03
2013 05 15  1930   56427  70200     1.01e-09    6.14e-07    1.64e-03
2013 05 15  1935   56427  70500     1.09e-09    6.43e-07    1.70e-03
2013 05 15  1940   56427  70800     2.53e-09    7.14e-07    3.56e-03
2013 05 15  1945   56427  71100     2.32e-09    7.26e-07    3.19e-03
2013 05 15  1950   56427  71400     1.08e-09    6.98e-07    1.55e-03
2013 05 15  1955   56427  71700     1.03e-09    6.73e-07    1.53e-03
2013 05 15  2000   56427  72000     1.17e-09    6.63e-07    1.77e-03
2013 05 15  2005   56427  72300     1.00e-09    6.81e-07    1.47e-03
2013 05 15  2010   56427  72600     1.98e-09    7.11e-07    2.78e-03
2013 05 15  2015   56427  72900     2.05e-09    7.26e-07    2.82e-03
2013 05 15  2020   56427  73200     4.69e-09    7.72e-07    6.06e-03
2013 05 15  2025   56427  73500     5.09e-09    8.04e-07    6.34e-03
2013 05 15  2030   56427  73800     8.45e-09    8.44e-07    9.96e-03
2013 05 15  2035   56427  74100     1.41e-08    9.01e-07    1.57e-02
2013 05 15  2040   56427  74400     1.95e-08    9.59e-07    2.04e-02
2013 05 15  2045   56427  74700     2.17e-08    9.92e-07    2.19e-02
2013 05 15  2050   56427  75000     1.78e-08    1.00e-06    1.77e-02
2013 05 15  2055   56427  75300     1.31e-08    1.03e-06    1.27e-02
2013 05 15  2100   56427  75600     1.06e-08    1.04e-06    1.02e-02
2013 05 15  2105   56427  75900     9.07e-09    9.71e-07    9.34e-03
2013 05 15  2110   56427  76200     7.02e-09    9.18e-07    7.64e-03
2013 05 15  2115   56427  76500     6.85e-09    8.96e-07    7.65e-03
2013 05 15  2120   56427  76800     5.59e-09    8.77e-07    6.38e-03
2013 05 15  2125   56427  77100     3.48e-09    8.48e-07    4.10e-03
2013 05 15  2130   56427  77400     1.93e-09    8.26e-07    2.35e-03
2013 05 15  2135   56427  77700     1.29e-09    8.02e-07    1.60e-03
2013 05 15  2140   56427  78000     2.14e-09    7.99e-07    2.67e-03
2013 05 15  2145   56427  78300     3.85e-09    8.39e-07    4.60e-03
2013 05 15  2150   56427  78600     2.69e-09    8.61e-07    3.13e-03
2013 05 15  2155   56427  78900     5.03e-09    9.31e-07    5.40e-03
2013 05 15  2200   56427  79200     2.93e-09    9.11e-07    3.20e-03
2013 05 15  2205   56427  79500     1.92e-09    8.54e-07    2.25e-03
2013 05 15  2210   56427  79800     2.22e-09    8.52e-07    2.60e-03
2013 05 15  2215   56427  80100     1.73e-09    8.33e-07    2.08e-03
2013 05 15  2220   56427  80400     1.04e-09    8.06e-07    1.29e-03
2013 05 15  2225   56427  80700     1.45e-08    9.52e-07    1.43e-02
2013 05 15  2230   56427  81000     1.97e-08    1.08e-06    1.82e-02
2013 05 15  2235   56427  81300     1.12e-08    1.02e-06    1.10e-02
2013 05 15  2240   56427  81600     8.19e-09    9.73e-07    8.42e-03
2013 05 15  2245   56427  81900     5.62e-09    9.32e-07    5.96e-03
2013 05 15  2250   56427  82200     1.71e-09    8.30e-07    2.07e-03
2013 05 15  2255   56427  82500     4.82e-09    8.20e-07    5.87e-03
2013 05 15  2300   56427  82800     2.72e-09    7.94e-07    3.42e-03
2013 05 15  2305   56427  83100     2.75e-09    7.70e-07    3.59e-03
2013 05 15  2310   56427  83400     1.61e-09    7.32e-07    2.19e-03
2013 05 15  2315   56427  83700     1.87e-09    7.11e-07    2.63e-03
2013 05 15  2320   56427  84000     1.20e-09    7.08e-07    1.70e-03
2013 05 15  2325   56427  84300     1.04e-09    7.02e-07    1.48e-03
2013 05 15  2330   56427  84600     1.08e-09    7.08e-07    1.52e-03
2013 05 15  2335   56427  84900     1.10e-09    7.24e-07    1.52e-03
2013 05 15  2340   56427  85200     1.20e-09    7.20e-07    1.66e-03
2013 05 15  2345   56427  85500     1.08e-09    7.02e-07    1.54e-03
2013 05 15  2350   56427  85800     1.04e-09    6.93e-07    1.50e-03
2013 05 15  2355   56427  86100     1.04e-09    6.95e-07    1.49e-03
