:Data_list: 20130512_Gp_xr_5m.txt
:Created: 2013 May 13 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2013 05 12  0145   56424   6300     1.10e-09    7.36e-07    1.49e-03
2013 05 12  0150   56424   6600     1.03e-09    7.50e-07    1.37e-03
2013 05 12  0155   56424   6900     1.04e-09    7.58e-07    1.38e-03
2013 05 12  0200   56424   7200     3.71e-09    8.35e-07    4.33e-03
2013 05 12  0205   56424   7500     1.34e-08    9.88e-07    1.30e-02
2013 05 12  0210   56424   7800     2.44e-08    1.19e-06    2.03e-02
2013 05 12  0215   56424   8100     3.39e-09    9.25e-07    3.63e-03
2013 05 12  0220   56424   8400     1.67e-09    8.30e-07    1.97e-03
2013 05 12  0225   56424   8700     1.47e-09    8.04e-07    1.83e-03
2013 05 12  0230   56424   9000     3.72e-09    8.38e-07    4.42e-03
2013 05 12  0235   56424   9300     4.03e-09    8.83e-07    4.54e-03
2013 05 12  0240   56424   9600     5.79e-09    9.35e-07    6.20e-03
2013 05 12  0245   56424   9900     1.34e-08    1.00e-06    1.33e-02
2013 05 12  0250   56424  10200     2.49e-08    1.14e-06    2.19e-02
2013 05 12  0255   56424  10500     1.92e-08    1.14e-06    1.69e-02
2013 05 12  0300   56424  10800     1.32e-08    1.08e-06    1.21e-02
2013 05 12  0305   56424  11100     8.52e-09    1.04e-06    8.18e-03
2013 05 12  0310   56424  11400     5.22e-09    1.01e-06    5.17e-03
2013 05 12  0315   56424  11700     4.13e-09    9.74e-07    4.24e-03
2013 05 12  0320   56424  12000     6.90e-09    9.88e-07    6.96e-03
2013 05 12  0325   56424  12300     1.40e-08    1.10e-06    1.27e-02
2013 05 12  0330   56424  12600     5.91e-09    1.03e-06    5.71e-03
2013 05 12  0335   56424  12900     1.10e-08    1.04e-06    1.03e-02
2013 05 12  0340   56424  13200     2.29e-08    1.17e-06    1.94e-02
2013 05 12  0345   56424  13500     1.23e-08    1.04e-06    1.18e-02
2013 05 12  0350   56424  13800     4.49e-09    9.26e-07    4.80e-03
2013 05 12  0355   56424  14100     2.61e-09    8.79e-07    2.97e-03
2013 05 12  0400   56424  14400     3.25e-09    8.80e-07    3.67e-03
2013 05 12  0405   56424  14700     4.85e-09    9.05e-07    5.37e-03
2013 05 12  0410   56424  15000     9.60e-09    9.43e-07    1.01e-02
2013 05 12  0415   56424  15300     1.97e-08    1.04e-06    1.86e-02
2013 05 12  0420   56424  15600     3.73e-08    1.22e-06    3.06e-02
2013 05 12  0425   56424  15900     4.20e-08    1.29e-06    3.24e-02
2013 05 12  0430   56424  16200     8.22e-08    1.62e-06    4.88e-02
2013 05 12  0435   56424  16500     1.28e-07    2.20e-06    5.81e-02
2013 05 12  0440   56424  16800     5.32e-08    1.79e-06    2.92e-02
2013 05 12  0445   56424  17100     2.77e-08    1.45e-06    1.91e-02
2013 05 12  0450   56424  17400     1.76e-08    1.28e-06    1.37e-02
2013 05 12  0455   56424  17700     1.33e-08    1.18e-06    1.13e-02
2013 05 12  0500   56424  18000     1.19e-08    1.12e-06    1.06e-02
2013 05 12  0505   56424  18300     8.44e-09    1.07e-06    7.88e-03
2013 05 12  0510   56424  18600     7.40e-09    1.04e-06    7.15e-03
2013 05 12  0515   56424  18900     8.48e-09    1.05e-06    8.06e-03
2013 05 12  0520   56424  19200     1.34e-08    1.12e-06    1.19e-02
2013 05 12  0525   56424  19500     1.54e-08    1.19e-06    1.29e-02
2013 05 12  0530   56424  19800     6.11e-09    1.07e-06    5.65e-03
2013 05 12  0535   56424  20100     5.22e-09    9.99e-07    5.23e-03
2013 05 12  0540   56424  20400     6.43e-09    9.93e-07    6.48e-03
2013 05 12  0545   56424  20700     7.05e-09    9.79e-07    7.19e-03
2013 05 12  0550   56424  21000     4.30e-09    9.67e-07    4.44e-03
2013 05 12  0555   56424  21300     5.25e-09    9.68e-07    5.42e-03
2013 05 12  0600   56424  21600     7.83e-09    1.02e-06    7.67e-03
2013 05 12  0605   56424  21900     4.84e-09    9.69e-07    4.99e-03
2013 05 12  0610   56424  22200     4.79e-09    9.71e-07    4.93e-03
2013 05 12  0615   56424  22500     2.73e-08    1.15e-06    2.18e-02
2013 05 12  0620   56424  22800     2.43e-08    1.25e-06    1.91e-02
2013 05 12  0625   56424  23100     2.80e-08    1.29e-06    2.15e-02
2013 05 12  0630   56424  23400     6.20e-09    1.05e-06    5.86e-03
2013 05 12  0635   56424  23700     2.55e-09    9.44e-07    2.70e-03
2013 05 12  0640   56424  24000     2.80e-09    9.43e-07    2.97e-03
2013 05 12  0645   56424  24300     3.53e-09    9.72e-07    3.59e-03
2013 05 12  0650   56424  24600     6.18e-09    9.70e-07    6.36e-03
2013 05 12  0655   56424  24900     6.75e-09    9.52e-07    7.09e-03
2013 05 12  0700   56424  25200     4.37e-09    9.59e-07    4.55e-03
2013 05 12  0705   56424  25500     4.59e-09    9.86e-07    4.65e-03
2013 05 12  0710   56424  25800     3.46e-09    9.64e-07    3.59e-03
2013 05 12  0715   56424  26100     2.36e-09    9.37e-07    2.52e-03
2013 05 12  0720   56424  26400     4.86e-09    9.58e-07    5.05e-03
2013 05 12  0725   56424  26700     6.68e-09    9.91e-07    6.74e-03
2013 05 12  0730   56424  27000     5.58e-09    9.90e-07    5.63e-03
2013 05 12  0735   56424  27300     5.45e-09    1.00e-06    5.42e-03
2013 05 12  0740   56424  27600     5.15e-09    1.00e-06    5.13e-03
2013 05 12  0745   56424  27900     3.24e-09    9.85e-07    3.28e-03
2013 05 12  0750   56424  28200     8.73e-09    1.08e-06    8.10e-03
2013 05 12  0755   56424  28500     4.99e-09    1.05e-06    4.75e-03
2013 05 12  0800   56424  28800     4.18e-09    1.02e-06    4.11e-03
2013 05 12  0805   56424  29100     1.01e-08    1.07e-06    9.45e-03
2013 05 12  0810   56424  29400     1.25e-08    1.16e-06    1.07e-02
2013 05 12  0815   56424  29700     7.57e-09    1.14e-06    6.65e-03
2013 05 12  0820   56424  30000     1.06e-08    1.14e-06    8.98e-03
2013 05 12  0825   56424  30300     2.68e-08    1.38e-06    1.86e-02
2013 05 12  0830   56424  30600     3.57e-08    1.40e-06    2.44e-02
2013 05 12  0835   56424  30900     7.50e-08    1.83e-06    4.10e-02
2013 05 12  0840   56424  31200     4.23e-08    1.65e-06    2.54e-02
2013 05 12  0845   56424  31500     1.68e-08    1.36e-06    1.20e-02
2013 05 12  0850   56424  31800     4.88e-09    1.10e-06    4.44e-03
2013 05 12  0855   56424  32100     2.30e-08    1.09e-06    1.92e-02
2013 05 12  0900   56424  32400     8.10e-08    1.63e-06    5.01e-02
2013 05 12  0905   56424  32700     4.24e-08    1.58e-06    2.66e-02
2013 05 12  0910   56424  33000     2.38e-08    1.41e-06    1.68e-02
2013 05 12  0915   56424  33300     2.13e-08    1.29e-06    1.66e-02
2013 05 12  0920   56424  33600     2.22e-08    1.26e-06    1.76e-02
2013 05 12  0925   56424  33900     1.20e-08    1.16e-06    1.03e-02
2013 05 12  0930   56424  34200     1.04e-08    1.10e-06    9.41e-03
2013 05 12  0935   56424  34500     9.87e-09    1.07e-06    9.21e-03
2013 05 12  0940   56424  34800     2.58e-08    1.19e-06    2.13e-02
2013 05 12  0945   56424  35100     5.04e-08    1.43e-06    3.53e-02
2013 05 12  0950   56424  35400     4.46e-08    1.49e-06    2.99e-02
2013 05 12  0955   56424  35700     3.96e-08    1.49e-06    2.66e-02
2013 05 12  1000   56424  36000     3.81e-08    1.46e-06    2.61e-02
2013 05 12  1005   56424  36300     3.25e-08    1.43e-06    2.27e-02
2013 05 12  1010   56424  36600     2.86e-08    1.40e-06    2.04e-02
2013 05 12  1015   56424  36900     2.71e-08    1.39e-06    1.94e-02
2013 05 12  1020   56424  37200     3.35e-08    1.58e-06    2.12e-02
2013 05 12  1025   56424  37500     3.23e-08    1.57e-06    2.06e-02
2013 05 12  1030   56424  37800     3.13e-08    1.52e-06    2.06e-02
2013 05 12  1035   56424  38100     2.71e-08    1.48e-06    1.82e-02
2013 05 12  1040   56424  38400     1.84e-08    1.34e-06    1.38e-02
2013 05 12  1045   56424  38700     1.58e-08    1.25e-06    1.27e-02
2013 05 12  1050   56424  39000     1.33e-08    1.20e-06    1.11e-02
2013 05 12  1055   56424  39300     1.04e-08    1.17e-06    8.88e-03
2013 05 12  1100   56424  39600     5.35e-08    1.42e-06    3.52e-02
2013 05 12  1105   56424  39900     5.96e-08    1.74e-06    3.40e-02
2013 05 12  1110   56424  40200     2.67e-08    1.47e-06    1.81e-02
2013 05 12  1115   56424  40500     1.90e-08    1.31e-06    1.45e-02
2013 05 12  1120   56424  40800     1.19e-08    1.15e-06    1.03e-02
2013 05 12  1125   56424  41100     7.84e-09    1.06e-06    7.41e-03
2013 05 12  1130   56424  41400     1.12e-08    1.06e-06    1.06e-02
2013 05 12  1135   56424  41700     1.10e-08    1.01e-06    1.09e-02
2013 05 12  1140   56424  42000     1.09e-08    1.01e-06    1.08e-02
2013 05 12  1145   56424  42300     8.00e-09    1.01e-06    7.93e-03
2013 05 12  1150   56424  42600     1.09e-08    1.01e-06    1.07e-02
2013 05 12  1155   56424  42900     2.52e-08    1.10e-06    2.29e-02
2013 05 12  1200   56424  43200     1.47e-08    1.09e-06    1.35e-02
2013 05 12  1205   56424  43500     7.60e-09    1.02e-06    7.38e-03
2013 05 12  1210   56424  43800     5.31e-09    9.80e-07    5.41e-03
2013 05 12  1215   56424  44100     5.88e-09    9.68e-07    6.07e-03
2013 05 12  1220   56424  44400     6.23e-09    9.65e-07    6.45e-03
2013 05 12  1225   56424  44700     3.10e-09    9.47e-07    3.27e-03
2013 05 12  1230   56424  45000     4.43e-09    9.46e-07    4.69e-03
2013 05 12  1235   56424  45300     1.06e-08    9.87e-07    1.07e-02
2013 05 12  1240   56424  45600     1.36e-08    1.06e-06    1.28e-02
2013 05 12  1245   56424  45900     9.43e-09    1.03e-06    9.16e-03
2013 05 12  1250   56424  46200     1.29e-08    1.06e-06    1.22e-02
2013 05 12  1255   56424  46500     1.52e-08    1.10e-06    1.38e-02
2013 05 12  1300   56424  46800     1.70e-08    1.11e-06    1.53e-02
2013 05 12  1305   56424  47100     1.73e-08    1.10e-06    1.57e-02
2013 05 12  1310   56424  47400     4.92e-08    1.37e-06    3.58e-02
2013 05 12  1315   56424  47700     2.39e-08    1.26e-06    1.87e-02
2013 05 12  1320   56424  48000     9.17e-09    1.11e-06    8.13e-03
2013 05 12  1325   56424  48300     8.03e-09    1.03e-06    7.77e-03
2013 05 12  1330   56424  48600     1.36e-08    1.03e-06    1.32e-02
2013 05 12  1335   56424  48900     8.61e-09    9.85e-07    8.70e-03
2013 05 12  1340   56424  49200     1.64e-09    9.25e-07    1.77e-03
2013 05 12  1345   56424  49500     1.84e-09    8.82e-07    2.10e-03
2013 05 12  1350   56424  49800     2.67e-09    8.54e-07    3.11e-03
2013 05 12  1355   56424  50100     1.09e-09    8.43e-07    1.29e-03
2013 05 12  1400   56424  50400     1.53e-09    8.30e-07    1.84e-03
2013 05 12  1405   56424  50700     1.08e-09    8.08e-07    1.33e-03
2013 05 12  1410   56424  51000     1.08e-09    8.50e-07    1.27e-03
2013 05 12  1415   56424  51300     1.57e-09    8.57e-07    1.83e-03
2013 05 12  1420   56424  51600     3.99e-09    8.87e-07    4.47e-03
2013 05 12  1425   56424  51900     5.98e-09    9.14e-07    6.54e-03
2013 05 12  1430   56424  52200     6.82e-09    9.12e-07    7.48e-03
2013 05 12  1435   56424  52500     3.21e-09    8.90e-07    3.59e-03
2013 05 12  1440   56424  52800     2.24e-09    8.69e-07    2.57e-03
2013 05 12  1445   56424  53100     3.46e-09    8.80e-07    3.92e-03
2013 05 12  1450   56424  53400     4.39e-09    9.14e-07    4.80e-03
2013 05 12  1455   56424  53700     5.87e-09    9.46e-07    6.20e-03
2013 05 12  1500   56424  54000     4.71e-09    9.43e-07    4.99e-03
2013 05 12  1505   56424  54300     4.16e-09    9.39e-07    4.42e-03
2013 05 12  1510   56424  54600     1.48e-08    1.04e-06    1.38e-02
2013 05 12  1515   56424  54900     2.69e-08    1.21e-06    2.23e-02
2013 05 12  1520   56424  55200     1.49e-08    1.18e-06    1.26e-02
2013 05 12  1525   56424  55500     9.10e-09    1.13e-06    8.04e-03
2013 05 12  1530   56424  55800     1.88e-08    1.17e-06    1.59e-02
2013 05 12  1535   56424  56100     1.90e-08    1.23e-06    1.54e-02
2013 05 12  1540   56424  56400     1.21e-08    1.17e-06    1.03e-02
2013 05 12  1545   56424  56700     1.63e-08    1.22e-06    1.33e-02
2013 05 12  1550   56424  57000     1.74e-08    1.24e-06    1.40e-02
2013 05 12  1555   56424  57300     3.83e-08    1.36e-06    2.61e-02
2013 05 12  1600   56424  57600     8.95e-08    1.94e-06    4.55e-02
2013 05 12  1605   56424  57900     3.34e-08    1.42e-06    2.34e-02
2013 05 12  1610   56424  58200     2.95e-08    1.26e-06    2.33e-02
2013 05 12  1615   56424  58500     5.13e-08    1.31e-06    3.91e-02
2013 05 12  1620   56424  58800     3.30e-08    1.25e-06    2.64e-02
2013 05 12  1625   56424  59100     1.82e-08    1.13e-06    1.60e-02
2013 05 12  1630   56424  59400     1.49e-08    1.09e-06    1.37e-02
2013 05 12  1635   56424  59700     1.50e-08    1.05e-06    1.42e-02
2013 05 12  1640   56424  60000     9.20e-09    1.04e-06    8.83e-03
2013 05 12  1645   56424  60300     7.65e-09    1.00e-06    7.59e-03
2013 05 12  1650   56424  60600     4.58e-09    9.68e-07    4.71e-03
2013 05 12  1655   56424  60900     5.07e-09    9.34e-07    5.42e-03
2013 05 12  1700   56424  61200     5.27e-09    9.52e-07    5.53e-03
2013 05 12  1705   56424  61500     6.22e-09    9.56e-07    6.49e-03
2013 05 12  1710   56424  61800     3.24e-09    9.22e-07    3.49e-03
2013 05 12  1715   56424  62100     5.22e-09    9.10e-07    5.68e-03
2013 05 12  1720   56424  62400     1.32e-08    9.67e-07    1.36e-02
2013 05 12  1725   56424  62700     1.58e-08    9.87e-07    1.59e-02
2013 05 12  1730   56424  63000     1.50e-08    9.54e-07    1.57e-02
2013 05 12  1735   56424  63300     8.71e-09    9.35e-07    9.27e-03
2013 05 12  1740   56424  63600     6.03e-09    8.88e-07    6.79e-03
2013 05 12  1745   56424  63900     5.80e-09    8.85e-07    6.56e-03
2013 05 12  1750   56424  64200     3.80e-09    8.84e-07    4.30e-03
2013 05 12  1755   56424  64500     4.54e-09    8.81e-07    5.16e-03
2013 05 12  1800   56424  64800     5.04e-09    8.90e-07    5.65e-03
2013 05 12  1805   56424  65100     2.60e-09    8.75e-07    2.97e-03
2013 05 12  1810   56424  65400     1.35e-09    8.46e-07    1.60e-03
2013 05 12  1815   56424  65700     3.43e-09    8.51e-07    3.98e-03
2013 05 12  1820   56424  66000     4.30e-09    8.81e-07    4.88e-03
2013 05 12  1825   56424  66300     5.72e-09    9.07e-07    6.31e-03
2013 05 12  1830   56424  66600     1.28e-08    9.72e-07    1.31e-02
2013 05 12  1835   56424  66900     1.40e-08    1.02e-06    1.37e-02
2013 05 12  1840   56424  67200     1.27e-08    1.05e-06    1.21e-02
2013 05 12  1845   56424  67500     1.84e-08    1.10e-06    1.67e-02
2013 05 12  1850   56424  67800     1.98e-08    1.15e-06    1.72e-02
2013 05 12  1855   56424  68100     2.17e-08    1.19e-06    1.82e-02
2013 05 12  1900   56424  68400     1.86e-08    1.17e-06    1.59e-02
2013 05 12  1905   56424  68700     1.42e-08    1.13e-06    1.26e-02
2013 05 12  1910   56424  69000     1.11e-08    1.12e-06    9.91e-03
2013 05 12  1915   56424  69300     1.31e-08    1.15e-06    1.14e-02
2013 05 12  1920   56424  69600     1.93e-08    1.25e-06    1.54e-02
2013 05 12  1925   56424  69900     1.68e-08    1.23e-06    1.36e-02
2013 05 12  1930   56424  70200     2.19e-08    1.27e-06    1.72e-02
2013 05 12  1935   56424  70500     2.04e-08    1.26e-06    1.62e-02
2013 05 12  1940   56424  70800     2.56e-08    1.30e-06    1.97e-02
2013 05 12  1945   56424  71100     2.69e-08    1.37e-06    1.97e-02
2013 05 12  1950   56424  71400     2.69e-08    1.35e-06    1.99e-02
2013 05 12  1955   56424  71700     2.97e-08    1.34e-06    2.22e-02
2013 05 12  2000   56424  72000     3.92e-08    1.43e-06    2.74e-02
2013 05 12  2005   56424  72300     3.91e-08    1.44e-06    2.71e-02
2013 05 12  2010   56424  72600     3.73e-08    1.49e-06    2.51e-02
2013 05 12  2015   56424  72900     5.16e-08    1.54e-06    3.27e-02
2013 05 12  2020   56424  73200     1.29e-06    5.06e-06    2.12e-01
2013 05 12  2025   56424  73500     4.70e-06    1.62e-05    2.92e-01
2013 05 12  2030   56424  73800     4.56e-06    1.91e-05    2.39e-01
2013 05 12  2035   56424  74100     3.20e-06    1.75e-05    1.82e-01
2013 05 12  2040   56424  74400     2.46e-06    1.58e-05    1.56e-01
2013 05 12  2045   56424  74700     2.07e-06    1.49e-05    1.40e-01
2013 05 12  2050   56424  75000     1.78e-06    1.42e-05    1.25e-01
2013 05 12  2055   56424  75300     1.40e-06    1.29e-05    1.09e-01
2013 05 12  2100   56424  75600     9.72e-07    1.08e-05    8.98e-02
2013 05 12  2105   56424  75900     6.43e-07    8.60e-06    7.44e-02
2013 05 12  2110   56424  76200     4.28e-07    6.72e-06    6.36e-02
2013 05 12  2115   56424  76500     2.97e-07    5.25e-06    5.65e-02
2013 05 12  2120   56424  76800     2.13e-07    4.19e-06    5.09e-02
2013 05 12  2125   56424  77100     1.60e-07    3.42e-06    4.68e-02
2013 05 12  2130   56424  77400     1.21e-07    2.85e-06    4.24e-02
2013 05 12  2135   56424  77700     8.90e-08    2.45e-06    3.63e-02
2013 05 12  2140   56424  78000     7.43e-08    2.22e-06    3.34e-02
2013 05 12  2145   56424  78300     6.04e-08    2.03e-06    2.98e-02
2013 05 12  2150   56424  78600     5.16e-08    1.88e-06    2.75e-02
2013 05 12  2155   56424  78900     4.65e-08    1.79e-06    2.60e-02
2013 05 12  2200   56424  79200     5.41e-08    1.82e-06    2.97e-02
2013 05 12  2205   56424  79500     7.98e-08    1.84e-06    4.25e-02
2013 05 12  2210   56424  79800     1.48e-07    2.28e-06    6.48e-02
2013 05 12  2215   56424  80100     9.82e-08    2.20e-06    4.46e-02
2013 05 12  2220   56424  80400     9.45e-08    2.23e-06    4.23e-02
2013 05 12  2225   56424  80700     1.03e-07    2.36e-06    4.38e-02
2013 05 12  2230   56424  81000     1.41e-07    2.61e-06    5.41e-02
2013 05 12  2235   56424  81300     1.58e-07    2.69e-06    5.72e-02
2013 05 12  2240   56424  81600     2.22e-06    9.34e-06    2.37e-01
2013 05 12  2245   56424  81900     1.45e-06    1.12e-05    1.27e-01
2013 05 12  2250   56424  82200     4.78e-07    7.09e-06    6.60e-02
2013 05 12  2255   56424  82500     1.84e-07    4.36e-06    4.16e-02
2013 05 12  2300   56424  82800     8.98e-08    3.02e-06    2.95e-02
2013 05 12  2305   56424  83100     5.81e-08    2.35e-06    2.46e-02
2013 05 12  2310   56424  83400     4.27e-08    1.96e-06    2.18e-02
2013 05 12  2315   56424  83700     3.55e-08    1.74e-06    2.04e-02
2013 05 12  2320   56424  84000     3.73e-08    1.67e-06    2.23e-02
2013 05 12  2325   56424  84300     4.16e-08    1.62e-06    2.56e-02
2013 05 12  2330   56424  84600     4.26e-08    1.54e-06    2.76e-02
2013 05 12  2335   56424  84900     3.14e-08    1.40e-06    2.24e-02
2013 05 12  2340   56424  85200     4.93e-08    1.48e-06    3.31e-02
2013 05 12  2345   56424  85500     6.92e-08    1.67e-06    4.12e-02
2013 05 12  2350   56424  85800     3.91e-08    1.50e-06    2.60e-02
2013 05 12  2355   56424  86100     3.69e-08    1.39e-06    2.65e-02
