:Data_list: 20130516_Gp_xr_5m.txt
:Created: 2013 May 16 1935 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2013 05 16  0155   56428   6900     1.00e-09    6.43e-07    1.56e-03
2013 05 16  0200   56428   7200     1.19e-09    6.47e-07    1.83e-03
2013 05 16  0205   56428   7500     1.03e-09    6.58e-07    1.57e-03
2013 05 16  0210   56428   7800     1.03e-09    6.51e-07    1.58e-03
2013 05 16  0215   56428   8100     1.04e-09    6.43e-07    1.61e-03
2013 05 16  0220   56428   8400     1.11e-09    6.44e-07    1.72e-03
2013 05 16  0225   56428   8700     1.00e-09    6.35e-07    1.58e-03
2013 05 16  0230   56428   9000     1.00e-09    6.15e-07    1.63e-03
2013 05 16  0235   56428   9300     1.00e-09    6.06e-07    1.65e-03
2013 05 16  0240   56428   9600     1.00e-09    6.04e-07    1.66e-03
2013 05 16  0245   56428   9900     1.00e-09    5.92e-07    1.69e-03
2013 05 16  0250   56428  10200     1.00e-09    5.78e-07    1.73e-03
2013 05 16  0255   56428  10500     1.00e-09    5.69e-07    1.76e-03
2013 05 16  0300   56428  10800     1.00e-09    5.63e-07    1.78e-03
2013 05 16  0305   56428  11100     1.07e-09    5.75e-07    1.86e-03
2013 05 16  0310   56428  11400     1.04e-09    5.87e-07    1.77e-03
2013 05 16  0315   56428  11700     1.00e-09    5.82e-07    1.72e-03
2013 05 16  0320   56428  12000     1.00e-09    5.42e-07    1.85e-03
2013 05 16  0325   56428  12300     1.00e-09    5.32e-07    1.88e-03
2013 05 16  0330   56428  12600     1.00e-09    5.25e-07    1.91e-03
2013 05 16  0335   56428  12900     1.04e-09    5.25e-07    1.98e-03
2013 05 16  0340   56428  13200     1.00e-09    5.32e-07    1.89e-03
2013 05 16  0345   56428  13500     1.00e-09    5.28e-07    1.89e-03
2013 05 16  0350   56428  13800     1.02e-09    5.35e-07    1.91e-03
2013 05 16  0355   56428  14100     1.00e-09    5.36e-07    1.87e-03
2013 05 16  0400   56428  14400     1.00e-09    5.41e-07    1.85e-03
2013 05 16  0405   56428  14700     1.00e-09    5.39e-07    1.85e-03
2013 05 16  0410   56428  15000     1.06e-09    5.63e-07    1.89e-03
2013 05 16  0415   56428  15300     1.00e-09    5.46e-07    1.83e-03
2013 05 16  0420   56428  15600     1.00e-09    5.33e-07    1.88e-03
2013 05 16  0425   56428  15900     1.00e-09    5.31e-07    1.88e-03
2013 05 16  0430   56428  16200     1.00e-09    5.48e-07    1.83e-03
2013 05 16  0435   56428  16500     1.00e-09    5.54e-07    1.80e-03
2013 05 16  0440   56428  16800     1.28e-09    5.64e-07    2.25e-03
2013 05 16  0445   56428  17100     7.12e-09    7.10e-07    9.94e-03
2013 05 16  0450   56428  17400     6.07e-09    7.24e-07    8.38e-03
2013 05 16  0455   56428  17700     2.94e-09    7.30e-07    4.04e-03
2013 05 16  0500   56428  18000     2.60e-09    7.34e-07    3.53e-03
2013 05 16  0505   56428  18300     1.14e-09    6.67e-07    1.71e-03
2013 05 16  0510   56428  18600     1.05e-09    6.12e-07    1.72e-03
2013 05 16  0515   56428  18900     1.00e-09    5.86e-07    1.71e-03
2013 05 16  0520   56428  19200     1.00e-09    5.80e-07    1.72e-03
2013 05 16  0525   56428  19500     1.00e-09    5.66e-07    1.77e-03
2013 05 16  0530   56428  19800     1.03e-09    5.59e-07    1.84e-03
2013 05 16  0535   56428  20100     1.00e-09    5.58e-07    1.79e-03
2013 05 16  0540   56428  20400     1.02e-09    5.56e-07    1.84e-03
2013 05 16  0545   56428  20700     1.00e-09    5.48e-07    1.82e-03
2013 05 16  0550   56428  21000     1.00e-09    5.32e-07    1.88e-03
2013 05 16  0555   56428  21300     1.06e-09    5.48e-07    1.94e-03
2013 05 16  0600   56428  21600     1.01e-09    5.40e-07    1.87e-03
2013 05 16  0605   56428  21900     1.00e-09    5.46e-07    1.83e-03
2013 05 16  0610   56428  22200     1.00e-09    5.39e-07    1.86e-03
2013 05 16  0615   56428  22500     1.06e-09    5.38e-07    1.97e-03
2013 05 16  0620   56428  22800     1.00e-09    5.70e-07    1.75e-03
2013 05 16  0625   56428  23100     1.00e-09    5.46e-07    1.83e-03
2013 05 16  0630   56428  23400     1.02e-09    5.51e-07    1.84e-03
2013 05 16  0635   56428  23700     1.03e-09    5.63e-07    1.83e-03
2013 05 16  0640   56428  24000     1.00e-09    5.74e-07    1.74e-03
2013 05 16  0645   56428  24300     1.00e-09    5.71e-07    1.76e-03
2013 05 16  0650   56428  24600     1.06e-09    5.72e-07    1.84e-03
2013 05 16  0655   56428  24900     1.00e-09    5.64e-07    1.77e-03
2013 05 16  0700   56428  25200     1.00e-09    5.77e-07    1.73e-03
2013 05 16  0705   56428  25500     1.01e-09    5.77e-07    1.75e-03
2013 05 16  0710   56428  25800     1.00e-09    5.84e-07    1.72e-03
2013 05 16  0715   56428  26100     1.01e-09    6.09e-07    1.66e-03
2013 05 16  0720   56428  26400     1.25e-09    6.41e-07    1.94e-03
2013 05 16  0725   56428  26700     1.02e-09    6.25e-07    1.63e-03
2013 05 16  0730   56428  27000     1.01e-09    6.15e-07    1.65e-03
2013 05 16  0735   56428  27300     1.00e-09    6.29e-07    1.59e-03
2013 05 16  0740   56428  27600     1.03e-09    6.68e-07    1.55e-03
2013 05 16  0745   56428  27900     1.02e-09    6.77e-07    1.50e-03
2013 05 16  0750   56428  28200     1.00e-09    6.50e-07    1.54e-03
2013 05 16  0755   56428  28500     1.09e-09    6.63e-07    1.64e-03
2013 05 16  0800   56428  28800     1.55e-09    6.90e-07    2.25e-03
2013 05 16  0805   56428  29100     1.43e-09    6.85e-07    2.08e-03
2013 05 16  0810   56428  29400     2.12e-09    6.86e-07    3.10e-03
2013 05 16  0815   56428  29700     1.18e-09    6.84e-07    1.73e-03
2013 05 16  0820   56428  30000     1.32e-09    6.88e-07    1.92e-03
2013 05 16  0825   56428  30300     1.31e-09    7.02e-07    1.87e-03
2013 05 16  0830   56428  30600     1.46e-09    7.18e-07    2.03e-03
2013 05 16  0835   56428  30900     1.97e-09    7.26e-07    2.71e-03
2013 05 16  0840   56428  31200     1.40e-09    7.37e-07    1.90e-03
2013 05 16  0845   56428  31500     2.82e-09    7.43e-07    3.80e-03
2013 05 16  0850   56428  31800     2.90e-09    7.44e-07    3.90e-03
2013 05 16  0855   56428  32100     2.13e-09    7.50e-07    2.84e-03
2013 05 16  0900   56428  32400     7.45e-09    8.03e-07    9.21e-03
2013 05 16  0905   56428  32700     3.12e-09    7.82e-07    3.98e-03
2013 05 16  0910   56428  33000     1.91e-09    7.85e-07    2.43e-03
2013 05 16  0915   56428  33300     1.45e-09    7.33e-07    1.99e-03
2013 05 16  0920   56428  33600     1.93e-09    7.22e-07    2.66e-03
2013 05 16  0925   56428  33900     1.78e-09    7.41e-07    2.39e-03
2013 05 16  0930   56428  34200     1.77e-09    7.33e-07    2.41e-03
2013 05 16  0935   56428  34500     1.31e-09    7.25e-07    1.81e-03
2013 05 16  0940   56428  34800     1.56e-09    7.23e-07    2.16e-03
2013 05 16  0945   56428  35100     1.06e-09    7.00e-07    1.51e-03
2013 05 16  0950   56428  35400     1.39e-09    6.70e-07    2.07e-03
2013 05 16  0955   56428  35700     1.19e-09    6.55e-07    1.82e-03
2013 05 16  1000   56428  36000     1.05e-09    6.60e-07    1.60e-03
2013 05 16  1005   56428  36300     1.10e-09    6.76e-07    1.63e-03
2013 05 16  1010   56428  36600     1.01e-09    6.54e-07    1.55e-03
2013 05 16  1015   56428  36900     1.03e-09    6.45e-07    1.60e-03
2013 05 16  1020   56428  37200     1.00e-09    6.56e-07    1.52e-03
2013 05 16  1025   56428  37500     1.00e-09    6.79e-07    1.47e-03
2013 05 16  1030   56428  37800     1.01e-09    6.86e-07    1.47e-03
2013 05 16  1035   56428  38100     1.02e-09    6.63e-07    1.55e-03
2013 05 16  1040   56428  38400     1.02e-09    6.59e-07    1.55e-03
2013 05 16  1045   56428  38700     1.66e-09    6.62e-07    2.50e-03
2013 05 16  1050   56428  39000     3.06e-09    7.26e-07    4.12e-03
2013 05 16  1055   56428  39300     4.89e-09    8.18e-07    5.92e-03
2013 05 16  1100   56428  39600     1.51e-09    7.66e-07    1.96e-03
2013 05 16  1105   56428  39900     1.26e-09    7.28e-07    1.73e-03
2013 05 16  1110   56428  40200     1.00e-09    7.30e-07    1.37e-03
2013 05 16  1115   56428  40500     1.21e-09    7.32e-07    1.65e-03
2013 05 16  1120   56428  40800     1.04e-09    7.24e-07    1.44e-03
2013 05 16  1125   56428  41100     1.02e-09    7.08e-07    1.44e-03
2013 05 16  1130   56428  41400     1.00e-09    7.11e-07    1.41e-03
2013 05 16  1135   56428  41700     1.52e-09    7.36e-07    2.07e-03
2013 05 16  1140   56428  42000     1.53e-09    7.47e-07    2.03e-03
2013 05 16  1145   56428  42300     1.96e-09    7.79e-07    2.51e-03
2013 05 16  1150   56428  42600     1.97e-09    7.82e-07    2.52e-03
2013 05 16  1155   56428  42900     2.24e-09    8.00e-07    2.79e-03
2013 05 16  1200   56428  43200     2.44e-09    8.03e-07    3.04e-03
2013 05 16  1205   56428  43500     2.24e-09    7.82e-07    2.84e-03
2013 05 16  1210   56428  43800     2.17e-09    7.90e-07    2.73e-03
2013 05 16  1215   56428  44100     3.56e-08    1.10e-06    2.99e-02
2013 05 16  1220   56428  44400     3.25e-08    1.14e-06    2.84e-02
2013 05 16  1225   56428  44700     1.68e-08    1.00e-06    1.68e-02
2013 05 16  1230   56428  45000     1.03e-08    9.30e-07    1.10e-02
2013 05 16  1235   56428  45300     6.54e-09    8.53e-07    7.64e-03
2013 05 16  1240   56428  45600     2.55e-09    7.78e-07    3.27e-03
2013 05 16  1245   56428  45900     1.53e-09    7.14e-07    2.13e-03
2013 05 16  1250   56428  46200     1.12e-09    6.81e-07    1.65e-03
2013 05 16  1255   56428  46500     2.51e-09    7.50e-07    3.35e-03
2013 05 16  1300   56428  46800     1.11e-09    7.03e-07    1.57e-03
2013 05 16  1305   56428  47100     1.00e-09    6.71e-07    1.50e-03
2013 05 16  1310   56428  47400     1.00e-09    6.50e-07    1.54e-03
2013 05 16  1315   56428  47700     1.00e-09    6.34e-07    1.58e-03
2013 05 16  1320   56428  48000     1.00e-09    6.18e-07    1.62e-03
2013 05 16  1325   56428  48300     1.11e-09    6.23e-07    1.79e-03
2013 05 16  1330   56428  48600     1.04e-09    6.24e-07    1.66e-03
2013 05 16  1335   56428  48900     1.91e-09    6.53e-07    2.89e-03
2013 05 16  1340   56428  49200     1.66e-09    6.82e-07    2.44e-03
2013 05 16  1345   56428  49500     1.55e-09    7.01e-07    2.19e-03
2013 05 16  1350   56428  49800     1.30e-09    7.18e-07    1.82e-03
2013 05 16  1355   56428  50100     1.63e-09    7.00e-07    2.31e-03
2013 05 16  1400   56428  50400     1.58e-09    6.86e-07    2.30e-03
2013 05 16  1405   56428  50700     1.26e-09    7.09e-07    1.78e-03
2013 05 16  1410   56428  51000     1.02e-09    7.00e-07    1.46e-03
2013 05 16  1415   56428  51300     1.02e-09    6.90e-07    1.49e-03
2013 05 16  1420   56428  51600     3.63e-09    7.22e-07    4.98e-03
2013 05 16  1425   56428  51900     5.56e-09    7.49e-07    7.42e-03
2013 05 16  1430   56428  52200     1.74e-09    7.50e-07    2.31e-03
2013 05 16  1435   56428  52500     1.55e-09    7.22e-07    2.14e-03
2013 05 16  1440   56428  52800     1.32e-09    7.10e-07    1.87e-03
2013 05 16  1445   56428  53100     1.14e-09    7.03e-07    1.62e-03
2013 05 16  1450   56428  53400     1.58e-09    7.22e-07    2.17e-03
2013 05 16  1455   56428  53700     3.63e-09    7.80e-07    4.65e-03
2013 05 16  1500   56428  54000     1.72e-09    7.77e-07    2.20e-03
2013 05 16  1505   56428  54300     1.67e-09    7.44e-07    2.25e-03
2013 05 16  1510   56428  54600     1.35e-09    7.34e-07    1.84e-03
2013 05 16  1515   56428  54900     1.97e-09    7.45e-07    2.64e-03
2013 05 16  1520   56428  55200     1.29e-09    7.47e-07    1.73e-03
2013 05 16  1525   56428  55500     2.68e-09    7.60e-07    3.52e-03
2013 05 16  1530   56428  55800     2.95e-09    7.62e-07    3.87e-03
2013 05 16  1535   56428  56100     1.27e-09    7.62e-07    1.66e-03
2013 05 16  1540   56428  56400     2.49e-09    7.89e-07    3.10e-03
2013 05 16  1545   56428  56700     2.25e-08    1.00e-06    2.24e-02
2013 05 16  1550   56428  57000     1.56e-08    1.04e-06    1.50e-02
2013 05 16  1555   56428  57300     8.87e-09    9.71e-07    9.05e-03
2013 05 16  1600   56428  57600     2.14e-09    8.29e-07    2.52e-03
2013 05 16  1605   56428  57900     1.08e-09    7.42e-07    1.45e-03
2013 05 16  1610   56428  58200     1.02e-09    7.09e-07    1.44e-03
2013 05 16  1615   56428  58500     1.33e-09    7.31e-07    1.81e-03
2013 05 16  1620   56428  58800     1.67e-09    7.40e-07    2.25e-03
2013 05 16  1625   56428  59100     2.62e-09    7.50e-07    3.50e-03
2013 05 16  1630   56428  59400     1.09e-09    7.28e-07    1.50e-03
2013 05 16  1635   56428  59700     1.39e-09    7.24e-07    1.92e-03
2013 05 16  1640   56428  60000     1.63e-09    7.33e-07    2.22e-03
2013 05 16  1645   56428  60300     9.20e-09    8.50e-07    1.07e-02
2013 05 16  1650   56428  60600     1.17e-09    7.57e-07    1.54e-03
2013 05 16  1655   56428  60900     1.00e-09    6.94e-07    1.45e-03
2013 05 16  1700   56428  61200     1.41e-09    7.04e-07    2.00e-03
2013 05 16  1705   56428  61500     1.26e-09    6.93e-07    1.82e-03
2013 05 16  1710   56428  61800     1.04e-09    6.70e-07    1.55e-03
2013 05 16  1715   56428  62100     1.08e-09    6.69e-07    1.61e-03
2013 05 16  1720   56428  62400     1.16e-09    7.08e-07    1.63e-03
2013 05 16  1725   56428  62700     1.18e-09    6.94e-07    1.70e-03
2013 05 16  1730   56428  63000     1.00e-09    6.77e-07    1.48e-03
2013 05 16  1735   56428  63300     1.01e-09    6.50e-07    1.55e-03
2013 05 16  1740   56428  63600     1.01e-09    6.28e-07    1.61e-03
2013 05 16  1745   56428  63900     1.20e-09    6.18e-07    1.93e-03
2013 05 16  1750   56428  64200     1.09e-09    6.24e-07    1.74e-03
2013 05 16  1755   56428  64500     1.15e-09    6.45e-07    1.79e-03
2013 05 16  1800   56428  64800     1.00e-09    6.18e-07    1.62e-03
2013 05 16  1805   56428  65100     1.07e-09    6.06e-07    1.77e-03
2013 05 16  1810   56428  65400     1.00e-09    6.07e-07    1.65e-03
2013 05 16  1815   56428  65700     1.99e-09    6.27e-07    3.06e-03
2013 05 16  1820   56428  66000     1.30e-08    8.07e-07    1.62e-02
2013 05 16  1825   56428  66300     4.64e-09    7.54e-07    6.06e-03
2013 05 16  1830   56428  66600     2.98e-08    9.28e-07    2.97e-02
2013 05 16  1835   56428  66900     2.30e-08    1.03e-06    2.18e-02
2013 05 16  1840   56428  67200     7.38e-09    8.51e-07    8.57e-03
2013 05 16  1845   56428  67500     2.63e-09    7.41e-07    3.58e-03
2013 05 16  1850   56428  67800     1.37e-09    6.71e-07    2.04e-03
2013 05 16  1855   56428  68100     1.91e-09    6.68e-07    2.87e-03
2013 05 16  1900   56428  68400     5.51e-09    7.18e-07    7.48e-03
2013 05 16  1905   56428  68700     5.36e-09    7.58e-07    6.96e-03
2013 05 16  1910   56428  69000     1.28e-09    6.84e-07    1.86e-03
2013 05 16  1915   56428  69300     9.14e-09    7.20e-07    1.09e-02
2013 05 16  1920   56428  69600     5.51e-07    3.44e-06    1.53e-01
2013 05 16  1925   56428  69900     2.95e-07    3.78e-06    7.39e-02
2013 05 16  1930   56428  70200     4.23e-08    1.75e-06    2.25e-02
