:Data_list: 20130509_Gp_xr_5m.txt
:Created: 2013 May 10 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2013 05 09  0400   56421  14400     1.62e-08    1.04e-06    1.55e-02
2013 05 09  0405   56421  14700     1.37e-08    9.96e-07    1.37e-02
2013 05 09  0410   56421  15000     1.17e-08    9.66e-07    1.22e-02
2013 05 09  0415   56421  15300     9.80e-09    9.57e-07    1.02e-02
2013 05 09  0420   56421  15600     8.36e-09    9.24e-07    9.04e-03
2013 05 09  0425   56421  15900     4.69e-09    8.78e-07    5.33e-03
2013 05 09  0430   56421  16200     7.53e-09    8.52e-07    8.82e-03
2013 05 09  0435   56421  16500     4.98e-09    8.13e-07    6.12e-03
2013 05 09  0440   56421  16800     2.99e-09    8.08e-07    3.69e-03
2013 05 09  0445   56421  17100     2.35e-09    8.02e-07    2.92e-03
2013 05 09  0450   56421  17400     2.34e-09    7.72e-07    3.04e-03
2013 05 09  0455   56421  17700     1.51e-09    7.47e-07    2.03e-03
2013 05 09  0500   56421  18000     2.60e-09    7.46e-07    3.49e-03
2013 05 09  0505   56421  18300     1.39e-09    7.50e-07    1.85e-03
2013 05 09  0510   56421  18600     1.26e-09    7.40e-07    1.70e-03
2013 05 09  0515   56421  18900     1.24e-08    8.07e-07    1.19e-02
2013 05 09  0520   56421  19200     3.17e-07    3.01e-06    1.07e-01
2013 05 09  0525   56421  19500     1.54e-07    2.69e-06    5.64e-02
2013 05 09  0530   56421  19800     7.29e-08    1.92e-06    3.77e-02
2013 05 09  0535   56421  20100     4.21e-08    1.53e-06    2.74e-02
2013 05 09  0540   56421  20400     3.03e-08    1.32e-06    2.29e-02
2013 05 09  0545   56421  20700     3.25e-08    1.30e-06    2.50e-02
2013 05 09  0550   56421  21000     2.20e-08    1.17e-06    1.86e-02
2013 05 09  0555   56421  21300     1.56e-08    1.04e-06    1.50e-02
2013 05 09  0600   56421  21600     1.22e-08    9.76e-07    1.25e-02
2013 05 09  0605   56421  21900     7.60e-09    9.11e-07    8.33e-03
2013 05 09  0610   56421  22200     6.55e-09    8.64e-07    7.58e-03
2013 05 09  0615   56421  22500     5.37e-09    8.00e-07    6.68e-03
2013 05 09  0620   56421  22800     3.45e-09    7.65e-07    4.50e-03
2013 05 09  0625   56421  23100     1.50e-09    7.40e-07    2.02e-03
2013 05 09  0630   56421  23400     1.38e-09    6.98e-07    1.97e-03
2013 05 09  0635   56421  23700     1.17e-09    6.70e-07    1.75e-03
2013 05 09  0640   56421  24000     1.02e-09    6.55e-07    1.57e-03
2013 05 09  0645   56421  24300     1.02e-09    6.29e-07    1.62e-03
2013 05 09  0650   56421  24600     1.02e-09    6.13e-07    1.67e-03
2013 05 09  0655   56421  24900     1.00e-09    5.98e-07    1.67e-03
2013 05 09  0700   56421  25200     1.04e-09    5.93e-07    1.75e-03
2013 05 09  0705   56421  25500     1.00e-09    5.83e-07    1.72e-03
2013 05 09  0710   56421  25800     1.00e-09    5.69e-07    1.76e-03
2013 05 09  0715   56421  26100     1.05e-09    5.52e-07    1.90e-03
2013 05 09  0720   56421  26400     1.00e-09    5.43e-07    1.84e-03
2013 05 09  0725   56421  26700     1.00e-09    5.43e-07    1.85e-03
2013 05 09  0730   56421  27000     1.00e-09    5.37e-07    1.86e-03
2013 05 09  0735   56421  27300     1.00e-09    5.44e-07    1.84e-03
2013 05 09  0740   56421  27600     1.00e-09    5.29e-07    1.89e-03
2013 05 09  0745   56421  27900     1.00e-09    5.40e-07    1.85e-03
2013 05 09  0750   56421  28200     1.14e-09    5.75e-07    1.99e-03
2013 05 09  0755   56421  28500     1.00e-09    5.40e-07    1.85e-03
2013 05 09  0800   56421  28800     1.00e-09    5.42e-07    1.84e-03
2013 05 09  0805   56421  29100     1.02e-09    5.58e-07    1.83e-03
2013 05 09  0810   56421  29400     1.07e-09    5.64e-07    1.89e-03
2013 05 09  0815   56421  29700     1.02e-09    5.73e-07    1.77e-03
2013 05 09  0820   56421  30000     1.03e-09    5.78e-07    1.79e-03
2013 05 09  0825   56421  30300     1.57e-09    5.89e-07    2.66e-03
2013 05 09  0830   56421  30600     1.21e-09    6.21e-07    1.95e-03
2013 05 09  0835   56421  30900     1.28e-09    6.10e-07    2.10e-03
2013 05 09  0840   56421  31200     1.29e-09    6.13e-07    2.11e-03
2013 05 09  0845   56421  31500     1.18e-09    6.25e-07    1.88e-03
2013 05 09  0850   56421  31800     1.11e-09    6.27e-07    1.76e-03
2013 05 09  0855   56421  32100     1.06e-09    6.13e-07    1.73e-03
2013 05 09  0900   56421  32400     1.13e-09    5.95e-07    1.90e-03
2013 05 09  0905   56421  32700     6.48e-09    5.82e-07    1.11e-02
2013 05 09  0910   56421  33000     3.97e-09    5.59e-07    7.10e-03
2013 05 09  0915   56421  33300     1.74e-09    5.55e-07    3.14e-03
2013 05 09  0920   56421  33600     2.54e-09    5.66e-07    4.49e-03
2013 05 09  0925   56421  33900     1.61e-09    5.46e-07    2.94e-03
2013 05 09  0930   56421  34200     1.03e-09    5.37e-07    1.92e-03
2013 05 09  0935   56421  34500     1.00e-09    5.28e-07    1.89e-03
2013 05 09  0940   56421  34800     1.00e-09    5.26e-07    1.90e-03
2013 05 09  0945   56421  35100     1.09e-09    5.22e-07    2.08e-03
2013 05 09  0950   56421  35400     1.04e-09    5.29e-07    1.97e-03
2013 05 09  0955   56421  35700     1.07e-09    5.28e-07    2.03e-03
2013 05 09  1000   56421  36000     1.08e-09    5.25e-07    2.06e-03
2013 05 09  1005   56421  36300     3.35e-09    5.35e-07    6.25e-03
2013 05 09  1010   56421  36600     8.53e-09    5.54e-07    1.53e-02
2013 05 09  1015   56421  36900     9.71e-09    6.02e-07    1.61e-02
2013 05 09  1020   56421  37200     7.51e-09    5.79e-07    1.30e-02
2013 05 09  1025   56421  37500     9.10e-09    6.12e-07    1.48e-02
2013 05 09  1030   56421  37800     1.15e-08    7.02e-07    1.63e-02
2013 05 09  1035   56421  38100     1.65e-08    8.00e-07    2.06e-02
2013 05 09  1040   56421  38400     1.79e-08    8.48e-07    2.11e-02
2013 05 09  1045   56421  38700     1.42e-08    8.21e-07    1.73e-02
2013 05 09  1050   56421  39000     1.68e-08    8.67e-07    1.94e-02
2013 05 09  1055   56421  39300     1.47e-08    8.46e-07    1.74e-02
2013 05 09  1100   56421  39600     9.38e-09    7.83e-07    1.19e-02
2013 05 09  1105   56421  39900     7.64e-09    7.41e-07    1.03e-02
2013 05 09  1110   56421  40200     5.53e-09    7.02e-07    7.89e-03
2013 05 09  1115   56421  40500     5.60e-09    6.87e-07    8.16e-03
2013 05 09  1120   56421  40800     4.79e-09    6.76e-07    7.08e-03
2013 05 09  1125   56421  41100     4.02e-09    6.58e-07    6.11e-03
2013 05 09  1130   56421  41400     2.83e-09    6.29e-07    4.49e-03
2013 05 09  1135   56421  41700     5.69e-09    6.60e-07    8.54e-03
2013 05 09  1140   56421  42000     4.04e-09    6.68e-07    5.98e-03
2013 05 09  1145   56421  42300     1.14e-09    6.18e-07    1.85e-03
2013 05 09  1150   56421  42600     1.19e-09    5.79e-07    2.06e-03
2013 05 09  1155   56421  42900     1.05e-09    5.65e-07    1.85e-03
2013 05 09  1200   56421  43200     1.08e-09    5.82e-07    1.86e-03
2013 05 09  1205   56421  43500     5.61e-09    6.68e-07    8.26e-03
2013 05 09  1210   56421  43800     1.35e-09    6.07e-07    2.20e-03
2013 05 09  1215   56421  44100     1.02e-09    5.69e-07    1.80e-03
2013 05 09  1220   56421  44400     2.01e-08    7.33e-07    2.38e-02
2013 05 09  1225   56421  44700     4.07e-09    6.57e-07    5.83e-03
2013 05 09  1230   56421  45000     1.04e-09    5.68e-07    1.84e-03
2013 05 09  1235   56421  45300     1.51e-09    5.73e-07    2.63e-03
2013 05 09  1240   56421  45600     1.06e-09    5.76e-07    1.83e-03
2013 05 09  1245   56421  45900     1.05e-09    5.68e-07    1.84e-03
2013 05 09  1250   56421  46200     1.14e-09    5.81e-07    1.96e-03
2013 05 09  1255   56421  46500     1.02e-09    5.58e-07    1.82e-03
2013 05 09  1300   56421  46800     1.92e-09    5.85e-07    3.28e-03
2013 05 09  1305   56421  47100     4.08e-09    6.30e-07    6.46e-03
2013 05 09  1310   56421  47400     1.84e-08    7.98e-07    2.32e-02
2013 05 09  1315   56421  47700     1.71e-08    8.73e-07    1.93e-02
2013 05 09  1320   56421  48000     4.05e-09    7.20e-07    5.46e-03
2013 05 09  1325   56421  48300     1.35e-09    6.47e-07    2.08e-03
2013 05 09  1330   56421  48600     1.35e-09    6.15e-07    2.20e-03
2013 05 09  1335   56421  48900     1.30e-09    6.38e-07    2.04e-03
2013 05 09  1340   56421  49200     6.85e-09    6.92e-07    9.88e-03
2013 05 09  1345   56421  49500     2.69e-09    6.81e-07    3.93e-03
2013 05 09  1350   56421  49800     1.15e-09    6.76e-07    1.69e-03
2013 05 09  1355   56421  50100     2.34e-09    7.00e-07    3.33e-03
2013 05 09  1400   56421  50400     1.33e-09    6.85e-07    1.95e-03
2013 05 09  1405   56421  50700     1.73e-09    6.84e-07    2.53e-03
2013 05 09  1410   56421  51000     1.19e-09    6.70e-07    1.78e-03
2013 05 09  1415   56421  51300     1.32e-09    6.68e-07    1.96e-03
2013 05 09  1420   56421  51600     1.82e-09    6.78e-07    2.66e-03
2013 05 09  1425   56421  51900     1.33e-09    6.70e-07    1.98e-03
2013 05 09  1430   56421  52200     1.22e-09    6.65e-07    1.84e-03
2013 05 09  1435   56421  52500     3.05e-09    7.06e-07    4.26e-03
2013 05 09  1440   56421  52800     2.39e-09    6.95e-07    3.44e-03
2013 05 09  1445   56421  53100     2.71e-09    6.95e-07    3.92e-03
2013 05 09  1450   56421  53400     3.04e-09    6.91e-07    4.41e-03
2013 05 09  1455   56421  53700     1.80e-09    6.79e-07    2.64e-03
2013 05 09  1500   56421  54000     1.56e-09    6.88e-07    2.26e-03
2013 05 09  1505   56421  54300     1.61e-09    6.89e-07    2.33e-03
2013 05 09  1510   56421  54600     1.49e-09    6.75e-07    2.21e-03
2013 05 09  1515   56421  54900     1.36e-09    6.47e-07    2.12e-03
2013 05 09  1520   56421  55200     1.28e-09    6.29e-07    2.03e-03
2013 05 09  1525   56421  55500     2.09e-09    6.68e-07    3.13e-03
2013 05 09  1530   56421  55800     2.26e-09    6.65e-07    3.39e-03
2013 05 09  1535   56421  56100     1.22e-09    6.58e-07    1.85e-03
2013 05 09  1540   56421  56400     4.28e-09    6.89e-07    6.20e-03
2013 05 09  1545   56421  56700     2.33e-09    6.85e-07    3.40e-03
2013 05 09  1550   56421  57000     1.67e-09    6.90e-07    2.42e-03
2013 05 09  1555   56421  57300     1.02e-09    6.88e-07    1.48e-03
2013 05 09  1600   56421  57600     1.51e-09    7.27e-07    2.08e-03
2013 05 09  1605   56421  57900     2.43e-09    7.24e-07    3.36e-03
2013 05 09  1610   56421  58200     2.79e-09    7.01e-07    3.93e-03
2013 05 09  1615   56421  58500     8.54e-09    7.39e-07    1.08e-02
2013 05 09  1620   56421  58800     2.43e-09    6.65e-07    3.64e-03
2013 05 09  1625   56421  59100     1.14e-09    6.58e-07    1.74e-03
2013 05 09  1630   56421  59400     1.28e-08    7.27e-07    1.62e-02
2013 05 09  1635   56421  59700     1.16e-07    1.16e-06    9.89e-02
2013 05 09  1640   56421  60000     1.07e-07    1.42e-06    7.56e-02
2013 05 09  1645   56421  60300     5.72e-08    1.34e-06    4.24e-02
2013 05 09  1650   56421  60600     3.09e-08    1.18e-06    2.61e-02
2013 05 09  1655   56421  60900     1.66e-08    1.04e-06    1.59e-02
2013 05 09  1700   56421  61200     6.83e-09    9.19e-07    7.32e-03
2013 05 09  1705   56421  61500     7.74e-09    8.67e-07    8.82e-03
2013 05 09  1710   56421  61800     1.64e-08    9.36e-07    1.71e-02
2013 05 09  1715   56421  62100     5.32e-09    8.25e-07    6.45e-03
2013 05 09  1720   56421  62400     6.50e-09    7.89e-07    8.21e-03
2013 05 09  1725   56421  62700     3.59e-09    7.57e-07    4.74e-03
2013 05 09  1730   56421  63000     7.02e-09    8.24e-07    8.25e-03
2013 05 09  1735   56421  63300     3.20e-08    1.20e-06    2.53e-02
2013 05 09  1740   56421  63600     1.51e-07    2.54e-06    5.94e-02
2013 05 09  1745   56421  63900     1.05e-07    2.29e-06    4.56e-02
2013 05 09  1750   56421  64200     1.12e-07    2.52e-06    4.44e-02
2013 05 09  1755   56421  64500     1.19e-07    2.71e-06    4.40e-02
2013 05 09  1800   56421  64800     8.85e-08    2.44e-06    3.62e-02
2013 05 09  1805   56421  65100     7.00e-08    2.21e-06    3.15e-02
2013 05 09  1810   56421  65400     3.78e-08    1.80e-06    2.09e-02
2013 05 09  1815   56421  65700     1.96e-08    1.46e-06    1.34e-02
2013 05 09  1820   56421  66000     1.56e-08    1.28e-06    1.21e-02
2013 05 09  1825   56421  66300     2.73e-08    1.34e-06    1.98e-02
2013 05 09  1830   56421  66600     3.05e-08    1.39e-06    2.19e-02
2013 05 09  1835   56421  66900     2.08e-08    1.21e-06    1.70e-02
2013 05 09  1840   56421  67200     9.08e-09    1.03e-06    8.81e-03
2013 05 09  1845   56421  67500     1.04e-08    9.89e-07    1.06e-02
2013 05 09  1850   56421  67800     6.71e-09    9.10e-07    7.35e-03
2013 05 09  1855   56421  68100     4.77e-09    8.49e-07    5.62e-03
2013 05 09  1900   56421  68400     3.89e-09    8.36e-07    4.65e-03
2013 05 09  1905   56421  68700     1.50e-08    9.35e-07    1.57e-02
2013 05 09  1910   56421  69000     4.46e-08    1.16e-06    3.82e-02
2013 05 09  1915   56421  69300     3.49e-08    1.16e-06    3.00e-02
2013 05 09  1920   56421  69600     2.83e-08    1.13e-06    2.51e-02
2013 05 09  1925   56421  69900     2.68e-08    1.16e-06    2.30e-02
2013 05 09  1930   56421  70200     1.84e-08    1.11e-06    1.65e-02
2013 05 09  1935   56421  70500     1.90e-08    1.12e-06    1.70e-02
2013 05 09  1940   56421  70800     2.35e-08    1.16e-06    2.02e-02
2013 05 09  1945   56421  71100     1.39e-08    1.04e-06    1.33e-02
2013 05 09  1950   56421  71400     1.04e-08    9.68e-07    1.07e-02
2013 05 09  1955   56421  71700     1.07e-08    9.57e-07    1.12e-02
2013 05 09  2000   56421  72000    -1.00e+05   -1.00e+05   -1.00e+05
2013 05 09  2005   56421  72300     8.94e-09    8.82e-07    1.01e-02
2013 05 09  2010   56421  72600     9.30e-09    9.08e-07    1.01e-02
2013 05 09  2015   56421  72900     4.12e-09    8.26e-07    5.01e-03
2013 05 09  2020   56421  73200     7.56e-09    8.50e-07    8.81e-03
2013 05 09  2025   56421  73500     2.13e-08    9.92e-07    2.07e-02
2013 05 09  2030   56421  73800     4.46e-08    1.26e-06    3.47e-02
2013 05 09  2035   56421  74100     1.15e-08    9.74e-07    1.16e-02
2013 05 09  2040   56421  74400     4.88e-09    8.88e-07    5.49e-03
2013 05 09  2045   56421  74700     3.94e-09    8.40e-07    4.70e-03
2013 05 09  2050   56421  75000     1.82e-08    9.49e-07    1.75e-02
2013 05 09  2055   56421  75300     1.45e-07    1.91e-06    7.56e-02
2013 05 09  2100   56421  75600     1.22e-07    2.19e-06    5.58e-02
2013 05 09  2105   56421  75900     8.08e-08    2.02e-06    3.99e-02
2013 05 09  2110   56421  76200     5.63e-08    1.79e-06    3.14e-02
2013 05 09  2115   56421  76500     3.70e-08    1.56e-06    2.37e-02
2013 05 09  2120   56421  76800     2.71e-08    1.40e-06    1.94e-02
2013 05 09  2125   56421  77100     1.98e-08    1.29e-06    1.53e-02
2013 05 09  2130   56421  77400     1.32e-08    1.17e-06    1.13e-02
2013 05 09  2135   56421  77700     1.02e-08    1.10e-06    9.30e-03
2013 05 09  2140   56421  78000     1.02e-08    1.06e-06    9.55e-03
2013 05 09  2145   56421  78300     1.15e-08    1.10e-06    1.05e-02
2013 05 09  2150   56421  78600     3.11e-08    1.29e-06    2.33e-02
2013 05 09  2155   56421  78900     5.17e-08    1.55e-06    3.31e-02
2013 05 09  2200   56421  79200     5.74e-08    1.66e-06    3.46e-02
2013 05 09  2205   56421  79500     3.91e-08    1.52e-06    2.56e-02
2013 05 09  2210   56421  79800     2.69e-08    1.38e-06    1.94e-02
2013 05 09  2215   56421  80100     1.85e-08    1.28e-06    1.44e-02
2013 05 09  2220   56421  80400     1.20e-08    1.15e-06    1.03e-02
2013 05 09  2225   56421  80700     6.03e-09    9.89e-07    6.07e-03
2013 05 09  2230   56421  81000     3.02e-09    8.83e-07    3.41e-03
2013 05 09  2235   56421  81300     3.49e-09    8.36e-07    4.17e-03
2013 05 09  2240   56421  81600     5.97e-09    8.38e-07    7.11e-03
2013 05 09  2245   56421  81900     4.29e-09    8.23e-07    5.21e-03
2013 05 09  2250   56421  82200     2.07e-08    9.12e-07    2.12e-02
2013 05 09  2255   56421  82500     1.70e-07    1.67e-06    9.96e-02
2013 05 09  2300   56421  82800     2.96e-07    2.60e-06    1.13e-01
2013 05 09  2305   56421  83100     7.45e-07    4.42e-06    1.67e-01
2013 05 09  2310   56421  83400     1.67e-06    7.67e-06    2.18e-01
2013 05 09  2315   56421  83700     1.49e-06    8.94e-06    1.67e-01
2013 05 09  2320   56421  84000     8.59e-07    7.94e-06    1.07e-01
2013 05 09  2325   56421  84300     4.72e-07    6.44e-06    7.28e-02
2013 05 09  2330   56421  84600     2.59e-07    4.95e-06    5.18e-02
2013 05 09  2335   56421  84900     1.36e-07    3.67e-06    3.69e-02
2013 05 09  2340   56421  85200     7.24e-08    2.70e-06    2.66e-02
2013 05 09  2345   56421  85500     4.13e-08    2.07e-06    1.98e-02
2013 05 09  2350   56421  85800     2.57e-08    1.69e-06    1.52e-02
2013 05 09  2355   56421  86100     1.86e-08    1.48e-06    1.26e-02
