:Data_list: 20110612_Gp_xr_5m.txt
:Created: 2011 Jun 12 2120 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W090
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2011 06 12  0335   55724  12900     1.00e-09    1.69e-07    5.91e-03
2011 06 12  0340   55724  13200     1.00e-09    1.68e-07    5.95e-03
2011 06 12  0345   55724  13500     1.00e-09    1.69e-07    5.91e-03
2011 06 12  0350   55724  13800     1.00e-09    1.71e-07    5.86e-03
2011 06 12  0355   55724  14100     1.03e-09    1.78e-07    5.79e-03
2011 06 12  0400   55724  14400     2.03e-09    1.95e-07    1.04e-02
2011 06 12  0405   55724  14700     8.44e-09    2.26e-07    3.73e-02
2011 06 12  0410   55724  15000     1.10e-08    2.50e-07    4.39e-02
2011 06 12  0415   55724  15300     1.69e-08    2.88e-07    5.87e-02
2011 06 12  0420   55724  15600     1.45e-08    3.08e-07    4.70e-02
2011 06 12  0425   55724  15900     8.22e-09    3.09e-07    2.66e-02
2011 06 12  0430   55724  16200     5.22e-09    2.94e-07    1.78e-02
2011 06 12  0435   55724  16500     2.15e-09    2.75e-07    7.81e-03
2011 06 12  0440   55724  16800     1.11e-09    2.54e-07    4.38e-03
2011 06 12  0445   55724  17100     1.02e-09    2.37e-07    4.31e-03
2011 06 12  0450   55724  17400     1.08e-09    2.15e-07    5.01e-03
2011 06 12  0455   55724  17700     1.00e-09    2.02e-07    4.96e-03
2011 06 12  0500   55724  18000     1.24e-09    1.88e-07    6.60e-03
2011 06 12  0505   55724  18300     1.02e-09    1.75e-07    5.85e-03
2011 06 12  0510   55724  18600     1.15e-09    1.70e-07    6.75e-03
2011 06 12  0515   55724  18900     1.00e-09    1.65e-07    6.06e-03
2011 06 12  0520   55724  19200     1.00e-09    1.68e-07    5.97e-03
2011 06 12  0525   55724  19500     1.00e-09    1.59e-07    6.29e-03
2011 06 12  0530   55724  19800     1.00e-09    1.56e-07    6.42e-03
2011 06 12  0535   55724  20100     1.00e-09    1.47e-07    6.79e-03
2011 06 12  0540   55724  20400     1.00e-09    1.42e-07    7.05e-03
2011 06 12  0545   55724  20700     1.00e-09    1.40e-07    7.16e-03
2011 06 12  0550   55724  21000     1.00e-09    1.39e-07    7.22e-03
2011 06 12  0555   55724  21300     1.02e-09    1.38e-07    7.41e-03
2011 06 12  0600   55724  21600     1.00e-09    1.49e-07    6.74e-03
2011 06 12  0605   55724  21900     1.00e-09    1.51e-07    6.61e-03
2011 06 12  0610   55724  22200     1.00e-09    1.48e-07    6.75e-03
2011 06 12  0615   55724  22500     1.00e-09    1.64e-07    6.13e-03
2011 06 12  0620   55724  22800     1.29e-09    1.87e-07    6.88e-03
2011 06 12  0625   55724  23100     1.02e-09    1.88e-07    5.46e-03
2011 06 12  0630   55724  23400     1.23e-09    2.05e-07    6.01e-03
2011 06 12  0635   55724  23700     1.67e-09    2.31e-07    7.22e-03
2011 06 12  0640   55724  24000     1.52e-09    2.20e-07    6.91e-03
2011 06 12  0645   55724  24300     1.00e-09    2.11e-07    4.74e-03
2011 06 12  0650   55724  24600     1.09e-09    2.03e-07    5.35e-03
2011 06 12  0655   55724  24900     1.00e-09    1.92e-07    5.20e-03
2011 06 12  0700   55724  25200     1.00e-09    1.81e-07    5.54e-03
2011 06 12  0705   55724  25500     1.00e-09    1.68e-07    5.97e-03
2011 06 12  0710   55724  25800     1.00e-09    1.64e-07    6.11e-03
2011 06 12  0715   55724  26100     1.00e-09    1.55e-07    6.45e-03
2011 06 12  0720   55724  26400     1.00e-09    1.50e-07    6.66e-03
2011 06 12  0725   55724  26700     1.00e-09    1.82e-07    5.49e-03
2011 06 12  0730   55724  27000     1.02e-09    2.15e-07    4.73e-03
2011 06 12  0735   55724  27300     1.39e-09    2.42e-07    5.73e-03
2011 06 12  0740   55724  27600     1.53e-09    2.43e-07    6.31e-03
2011 06 12  0745   55724  27900     1.24e-09    2.41e-07    5.15e-03
2011 06 12  0750   55724  28200     1.00e-09    2.35e-07    4.28e-03
2011 06 12  0755   55724  28500     1.00e-09    2.24e-07    4.46e-03
2011 06 12  0800   55724  28800     1.00e-09    2.19e-07    4.57e-03
2011 06 12  0805   55724  29100     1.01e-09    2.33e-07    4.33e-03
2011 06 12  0810   55724  29400     2.54e-09    2.91e-07    8.72e-03
2011 06 12  0815   55724  29700     4.96e-09    3.06e-07    1.62e-02
2011 06 12  0820   55724  30000     4.43e-09    2.98e-07    1.49e-02
2011 06 12  0825   55724  30300     3.04e-09    2.80e-07    1.08e-02
2011 06 12  0830   55724  30600     1.27e-09    2.66e-07    4.77e-03
2011 06 12  0835   55724  30900     1.02e-09    2.61e-07    3.89e-03
2011 06 12  0840   55724  31200     1.32e-09    2.74e-07    4.82e-03
2011 06 12  0845   55724  31500     5.82e-09    3.50e-07    1.66e-02
2011 06 12  0850   55724  31800     5.36e-09    3.44e-07    1.56e-02
2011 06 12  0855   55724  32100     2.80e-09    3.17e-07    8.82e-03
2011 06 12  0900   55724  32400     1.05e-09    2.83e-07    3.70e-03
2011 06 12  0905   55724  32700     1.44e-09    2.59e-07    5.58e-03
2011 06 12  0910   55724  33000     1.02e-09    2.45e-07    4.14e-03
2011 06 12  0915   55724  33300     1.00e-09    2.31e-07    4.34e-03
2011 06 12  0920   55724  33600     1.00e-09    2.19e-07    4.57e-03
2011 06 12  0925   55724  33900     1.01e-09    2.10e-07    4.81e-03
2011 06 12  0930   55724  34200     1.04e-09    2.04e-07    5.12e-03
2011 06 12  0935   55724  34500     1.00e-09    1.97e-07    5.08e-03
2011 06 12  0940   55724  34800     1.00e-09    1.89e-07    5.30e-03
2011 06 12  0945   55724  35100     1.00e-09    1.86e-07    5.38e-03
2011 06 12  0950   55724  35400     1.00e-09    1.81e-07    5.53e-03
2011 06 12  0955   55724  35700     1.00e-09    1.80e-07    5.56e-03
2011 06 12  1000   55724  36000     1.00e-09    1.75e-07    5.70e-03
2011 06 12  1005   55724  36300     1.00e-09    1.71e-07    5.85e-03
2011 06 12  1010   55724  36600     1.00e-09    1.71e-07    5.86e-03
2011 06 12  1015   55724  36900     1.00e-09    1.71e-07    5.86e-03
2011 06 12  1020   55724  37200     1.00e-09    1.69e-07    5.93e-03
2011 06 12  1025   55724  37500     1.04e-09    1.69e-07    6.14e-03
2011 06 12  1030   55724  37800     1.00e-09    1.70e-07    5.90e-03
2011 06 12  1035   55724  38100     1.00e-09    1.73e-07    5.79e-03
2011 06 12  1040   55724  38400     1.02e-09    1.74e-07    5.84e-03
2011 06 12  1045   55724  38700     1.00e-09    1.77e-07    5.66e-03
2011 06 12  1050   55724  39000     1.00e-09    1.86e-07    5.38e-03
2011 06 12  1055   55724  39300     1.00e-09    1.92e-07    5.24e-03
2011 06 12  1100   55724  39600     1.00e-09    1.95e-07    5.12e-03
2011 06 12  1105   55724  39900     2.06e-09    2.23e-07    9.24e-03
2011 06 12  1110   55724  40200     2.47e-09    2.29e-07    1.08e-02
2011 06 12  1115   55724  40500     1.01e-09    2.17e-07    4.67e-03
2011 06 12  1120   55724  40800     1.21e-09    2.10e-07    5.77e-03
2011 06 12  1125   55724  41100     1.11e-09    2.00e-07    5.58e-03
2011 06 12  1130   55724  41400     1.12e-09    1.93e-07    5.82e-03
2011 06 12  1135   55724  41700     1.12e-09    1.89e-07    5.90e-03
2011 06 12  1140   55724  42000     1.13e-09    1.85e-07    6.13e-03
2011 06 12  1145   55724  42300     4.90e-09    1.83e-07    2.68e-02
2011 06 12  1150   55724  42600     6.45e-09    1.83e-07    3.52e-02
2011 06 12  1155   55724  42900     4.75e-09    1.83e-07    2.59e-02
2011 06 12  1200   55724  43200     3.43e-09    1.75e-07    1.96e-02
2011 06 12  1205   55724  43500     3.30e-09    1.70e-07    1.95e-02
2011 06 12  1210   55724  43800     2.91e-09    1.72e-07    1.69e-02
2011 06 12  1215   55724  44100     3.29e-09    1.72e-07    1.90e-02
2011 06 12  1220   55724  44400     3.37e-09    1.76e-07    1.91e-02
2011 06 12  1225   55724  44700     1.52e-09    1.79e-07    8.49e-03
2011 06 12  1230   55724  45000     2.56e-09    1.98e-07    1.29e-02
2011 06 12  1235   55724  45300     2.57e-09    2.01e-07    1.28e-02
2011 06 12  1240   55724  45600     1.09e-09    1.92e-07    5.67e-03
2011 06 12  1245   55724  45900     1.52e-09    1.92e-07    7.92e-03
2011 06 12  1250   55724  46200     1.43e-09    1.92e-07    7.45e-03
2011 06 12  1255   55724  46500     1.96e-09    1.93e-07    1.02e-02
2011 06 12  1300   55724  46800     1.05e-09    1.91e-07    5.48e-03
2011 06 12  1305   55724  47100     1.00e-09    1.89e-07    5.28e-03
2011 06 12  1310   55724  47400     1.02e-09    1.86e-07    5.47e-03
2011 06 12  1315   55724  47700     1.00e-09    1.81e-07    5.52e-03
2011 06 12  1320   55724  48000     1.00e-09    1.81e-07    5.52e-03
2011 06 12  1325   55724  48300     1.01e-09    1.79e-07    5.63e-03
2011 06 12  1330   55724  48600     1.00e-09    1.75e-07    5.71e-03
2011 06 12  1335   55724  48900     1.00e-09    1.80e-07    5.57e-03
2011 06 12  1340   55724  49200     1.00e-09    1.74e-07    5.76e-03
2011 06 12  1345   55724  49500     1.10e-09    1.72e-07    6.42e-03
2011 06 12  1350   55724  49800     1.04e-09    1.73e-07    6.03e-03
2011 06 12  1355   55724  50100     1.01e-09    1.74e-07    5.78e-03
2011 06 12  1400   55724  50400     1.00e-09    1.76e-07    5.68e-03
2011 06 12  1405   55724  50700     1.00e-09    1.82e-07    5.49e-03
2011 06 12  1410   55724  51000     1.25e-09    2.10e-07    5.92e-03
2011 06 12  1415   55724  51300     1.34e-09    2.52e-07    5.32e-03
2011 06 12  1420   55724  51600     1.07e-09    2.74e-07    3.91e-03
2011 06 12  1425   55724  51900     1.32e-09    2.90e-07    4.54e-03
2011 06 12  1430   55724  52200     1.58e-09    3.23e-07    4.90e-03
2011 06 12  1435   55724  52500     1.24e-09    3.42e-07    3.63e-03
2011 06 12  1440   55724  52800     1.04e-09    3.35e-07    3.09e-03
2011 06 12  1445   55724  53100     1.01e-09    3.34e-07    3.02e-03
2011 06 12  1450   55724  53400     1.06e-09    3.27e-07    3.23e-03
2011 06 12  1455   55724  53700     1.02e-09    3.40e-07    2.99e-03
2011 06 12  1500   55724  54000     3.24e-09    3.55e-07    9.12e-03
2011 06 12  1505   55724  54300     1.92e-09    3.76e-07    5.12e-03
2011 06 12  1510   55724  54600     4.55e-09    3.71e-07    1.23e-02
2011 06 12  1515   55724  54900     1.45e-09    3.55e-07    4.07e-03
2011 06 12  1520   55724  55200     1.39e-09    3.35e-07    4.15e-03
2011 06 12  1525   55724  55500     1.08e-09    3.25e-07    3.31e-03
2011 06 12  1530   55724  55800     1.07e-09    3.22e-07    3.31e-03
2011 06 12  1535   55724  56100     1.00e-09    3.23e-07    3.11e-03
2011 06 12  1540   55724  56400     1.00e-09    3.23e-07    3.09e-03
2011 06 12  1545   55724  56700     1.00e-09    3.31e-07    3.03e-03
2011 06 12  1550   55724  57000     1.01e-09    3.29e-07    3.07e-03
2011 06 12  1555   55724  57300     1.47e-09    3.35e-07    4.40e-03
2011 06 12  1600   55724  57600     1.32e-09    3.41e-07    3.88e-03
2011 06 12  1605   55724  57900     1.20e-09    3.40e-07    3.53e-03
2011 06 12  1610   55724  58200     1.03e-09    3.34e-07    3.08e-03
2011 06 12  1615   55724  58500     1.12e-09    3.36e-07    3.32e-03
2011 06 12  1620   55724  58800     1.00e-09    3.29e-07    3.05e-03
2011 06 12  1625   55724  59100     1.00e-09    3.27e-07    3.06e-03
2011 06 12  1630   55724  59400     1.00e-09    3.25e-07    3.08e-03
2011 06 12  1635   55724  59700     1.00e-09    3.19e-07    3.14e-03
2011 06 12  1640   55724  60000     1.07e-09    3.14e-07    3.40e-03
2011 06 12  1645   55724  60300     1.61e-09    3.25e-07    4.96e-03
2011 06 12  1650   55724  60600     4.18e-09    3.56e-07    1.18e-02
2011 06 12  1655   55724  60900     8.17e-09    3.93e-07    2.08e-02
2011 06 12  1700   55724  61200     1.50e-08    4.29e-07    3.50e-02
2011 06 12  1705   55724  61500     8.46e-08    6.75e-07    1.25e-01
2011 06 12  1710   55724  61800     8.39e-08    8.52e-07    9.86e-02
2011 06 12  1715   55724  62100     4.23e-08    7.81e-07    5.41e-02
2011 06 12  1720   55724  62400     1.99e-08    6.50e-07    3.06e-02
2011 06 12  1725   55724  62700     1.06e-08    5.48e-07    1.94e-02
2011 06 12  1730   55724  63000     5.99e-09    4.68e-07    1.28e-02
2011 06 12  1735   55724  63300     1.46e-09    4.11e-07    3.56e-03
2011 06 12  1740   55724  63600     2.05e-09    3.64e-07    5.65e-03
2011 06 12  1745   55724  63900     1.27e-09    3.31e-07    3.85e-03
2011 06 12  1750   55724  64200     1.00e-09    3.06e-07    3.27e-03
2011 06 12  1755   55724  64500     1.02e-09    2.85e-07    3.60e-03
2011 06 12  1800   55724  64800     1.00e-09    2.63e-07    3.80e-03
2011 06 12  1805   55724  65100     1.02e-09    2.51e-07    4.05e-03
2011 06 12  1810   55724  65400     1.08e-09    2.53e-07    4.28e-03
2011 06 12  1815   55724  65700     1.00e-09    2.51e-07    3.99e-03
2011 06 12  1820   55724  66000     1.00e-09    2.56e-07    3.90e-03
2011 06 12  1825   55724  66300     1.10e-09    2.59e-07    4.25e-03
2011 06 12  1830   55724  66600     1.00e-09    2.46e-07    4.06e-03
2011 06 12  1835   55724  66900     1.00e-09    2.34e-07    4.27e-03
2011 06 12  1840   55724  67200     1.03e-09    2.27e-07    4.52e-03
2011 06 12  1845   55724  67500     1.00e-09    2.17e-07    4.60e-03
2011 06 12  1850   55724  67800     1.00e-09    2.14e-07    4.68e-03
2011 06 12  1855   55724  68100     1.00e-09    2.15e-07    4.65e-03
2011 06 12  1900   55724  68400     1.00e-09    2.09e-07    4.78e-03
2011 06 12  1905   55724  68700     1.00e-09    2.04e-07    4.90e-03
2011 06 12  1910   55724  69000     1.00e-09    2.05e-07    4.87e-03
2011 06 12  1915   55724  69300     1.04e-09    2.06e-07    5.04e-03
2011 06 12  1920   55724  69600     1.00e-09    2.10e-07    4.77e-03
2011 06 12  1925   55724  69900     1.00e-09    2.13e-07    4.69e-03
2011 06 12  1930   55724  70200     1.00e-09    2.12e-07    4.71e-03
2011 06 12  1935   55724  70500     1.00e-09    2.11e-07    4.73e-03
2011 06 12  1940   55724  70800     1.00e-09    2.16e-07    4.64e-03
2011 06 12  1945   55724  71100     1.00e-09    2.33e-07    4.30e-03
2011 06 12  1950   55724  71400     1.01e-09    2.53e-07    4.01e-03
2011 06 12  1955   55724  71700     1.00e-09    2.47e-07    4.07e-03
2011 06 12  2000   55724  72000     1.17e-09    2.45e-07    4.77e-03
2011 06 12  2005   55724  72300     1.07e-09    2.43e-07    4.40e-03
2011 06 12  2010   55724  72600     1.06e-09    2.42e-07    4.36e-03
2011 06 12  2015   55724  72900     1.75e-09    2.43e-07    7.19e-03
2011 06 12  2020   55724  73200     1.00e-09    2.41e-07    4.15e-03
2011 06 12  2025   55724  73500     1.00e-09    2.40e-07    4.17e-03
2011 06 12  2030   55724  73800     1.02e-09    2.33e-07    4.38e-03
2011 06 12  2035   55724  74100     1.09e-09    2.38e-07    4.57e-03
2011 06 12  2040   55724  74400     1.00e-09    2.52e-07    3.96e-03
2011 06 12  2045   55724  74700     1.30e-09    3.02e-07    4.32e-03
2011 06 12  2050   55724  75000     1.00e-09    2.68e-07    3.74e-03
2011 06 12  2055   55724  75300     1.00e-09    2.51e-07    4.00e-03
2011 06 12  2100   55724  75600     1.25e-09    2.46e-07    5.06e-03
2011 06 12  2105   55724  75900     1.87e-09    2.42e-07    7.70e-03
2011 06 12  2110   55724  76200     1.14e-09    2.47e-07    4.61e-03
2011 06 12  2115   55724  76500     1.09e-09    2.59e-07    4.22e-03
