# Starbase Test CSV SpectrumLab data import
# See: http://www.qsl.net/dl4yhf/spectra1.html
# These data kindly supplied by Karl-Heinz Dansel
# Contact starbase@ukraa.com for support

# All Metadata are defined with {Key, Value, DataType, Units, Description}
# Keys, DataTypes and Units must appear in their respective Starbase Dictionaries

# This file represents an Observation, so initially it will contain only Observation Metadata

# These Metadata items are required for Charting support
Observation.Title,Test Spectrum Lab Timestamped 24 Channel CSV,String, Dimensionless,The title for the Chart
2012-01-19,12:00:30,-127.66,-109.61,-116.83,-89.49,-115.25,-99.39,-117.05,-69.8,-110.68,-106.05,-111.61,-128.69,-118.05,-112.33,-106.84,-113.26,-87.6,-86.18,-98.1,-112.49,-82.02,-96.25,-108.32,-107.13
2012-01-19,12:00:32,-127.34,-111.02,-114.84,-89.39,-114.51,-100.05,-115.02,-70.31,-111.38,-104.13,-111.84,-129.46,-118.07,-111.6,-105.72,-111.94,-86.83,-89.71,-97.82,-112.36,-81.29,-96.36,-107.28,-105.23
2012-01-19,12:00:34,-127.52,-111.71,-116.33,-89.47,-116.35,-98.83,-115.84,-71.12,-109.6,-106.14,-111.68,-128.56,-120.21,-112.81,-105.61,-112.55,-86.85,-87.5,-98.3,-110.46,-81.66,-98.48,-107.88,-106.66
2012-01-19,12:00:36,-127.47,-110.98,-116.21,-90.0,-116.99,-98.68,-115.28,-71.68,-110.93,-107.56,-112.43,-129.28,-119.82,-112.19,-107.61,-113.16,-87.59,-87.93,-98.44,-110.19,-82.36,-95.12,-108.56,-106.41
2012-01-19,12:00:38,-127.6,-112.19,-116.59,-90.1,-114.5,-99.87,-114.92,-72.2,-111.02,-106.36,-112.76,-128.89,-120.71,-113.74,-108.56,-112.78,-86.94,-87.96,-97.96,-111.3,-81.75,-98.27,-107.21,-106.51
2012-01-19,12:00:40,-127.24,-109.8,-117.12,-89.68,-115.91,-99.12,-114.86,-72.7,-110.48,-104.64,-112.73,-129.92,-118.8,-111.89,-106.88,-112.77,-86.87,-89.32,-98.74,-111.12,-81.46,-95.83,-106.91,-107.03
2012-01-19,12:00:42,-127.19,-110.88,-114.57,-90.0,-115.67,-98.52,-114.38,-71.32,-110.79,-104.67,-112.14,-128.48,-117.21,-111.5,-106.63,-114.04,-87.05,-89.83,-98.02,-110.46,-81.5,-97.2,-109.48,-104.79
2012-01-19,12:00:44,-127.36,-111.74,-116.25,-90.15,-114.63,-100.34,-113.94,-70.98,-111.65,-102.91,-112.06,-129.36,-117.3,-111.01,-107.66,-113.0,-86.9,-88.31,-98.53,-112.35,-81.85,-96.26,-110.26,-105.91
2012-01-19,12:00:46,-127.47,-110.16,-117.81,-88.8,-114.34,-98.73,-112.91,-71.68,-111.35,-100.85,-111.12,-129.47,-118.42,-112.92,-104.99,-112.49,-87.09,-88.26,-98.99,-110.73,-81.52,-97.25,-107.65,-107.58
2012-01-19,12:00:48,-127.41,-109.74,-114.69,-88.82,-116.01,-99.08,-111.82,-69.83,-110.89,-100.76,-112.32,-129.09,-118.81,-112.16,-104.53,-112.8,-87.03,-88.2,-97.65,-110.14,-81.56,-97.27,-108.55,-105.39
2012-01-19,12:00:50,-127.68,-110.34,-116.97,-89.77,-115.94,-99.17,-114.87,-71.66,-113.3,-100.05,-111.59,-128.8,-118.73,-113.0,-107.12,-112.1,-87.0,-88.96,-99.0,-111.4,-81.72,-97.9,-108.26,-105.24
2012-01-19,12:00:52,-127.38,-110.64,-113.35,-89.63,-115.81,-98.7,-114.65,-71.93,-111.15,-99.71,-111.34,-128.87,-118.02,-110.92,-105.27,-115.33,-86.95,-90.19,-98.13,-111.61,-81.5,-96.5,-108.84,-105.63
2012-01-19,12:00:54,-127.24,-110.95,-114.55,-89.25,-115.6,-98.1,-116.12,-72.51,-111.0,-99.61,-111.68,-128.78,-117.38,-112.67,-106.7,-114.38,-87.0,-88.96,-98.15,-110.38,-81.53,-97.49,-108.02,-105.87
2012-01-19,12:00:56,-127.38,-109.55,-114.73,-88.84,-116.23,-98.24,-113.92,-72.04,-111.45,-100.07,-111.52,-129.35,-117.75,-112.34,-105.53,-114.24,-87.05,-88.53,-98.03,-111.33,-81.88,-97.67,-107.79,-107.19
2012-01-19,12:00:58,-127.48,-110.52,-114.74,-89.53,-114.58,-99.63,-113.47,-72.26,-111.11,-100.09,-111.38,-129.02,-116.28,-113.52,-105.96,-113.06,-87.07,-89.04,-98.48,-111.05,-81.75,-98.01,-109.71,-106.75
2012-01-19,12:01:00,-127.42,-111.93,-114.97,-89.92,-114.22,-100.0,-114.54,-72.24,-110.59,-99.93,-111.3,-128.99,-116.91,-110.69,-109.54,-110.56,-86.94,-87.12,-98.32,-111.2,-81.94,-96.95,-108.29,-106.76
2012-01-19,12:01:02,-127.36,-111.11,-115.26,-89.16,-115.72,-99.17,-114.8,-71.74,-111.86,-101.39,-111.85,-129.28,-117.56,-111.67,-106.88,-112.63,-86.97,-88.86,-98.19,-110.71,-81.43,-97.46,-108.73,-107.33
2012-01-19,12:01:04,-127.43,-111.04,-115.37,-89.77,-113.74,-98.62,-113.57,-71.3,-111.92,-102.23,-112.19,-129.13,-117.01,-113.05,-107.03,-115.53,-86.92,-88.02,-99.02,-113.01,-81.34,-97.12,-108.55,-105.61
2012-01-19,12:01:06,-127.45,-112.37,-115.94,-88.1,-115.84,-98.83,-112.5,-71.51,-111.63,-100.19,-112.58,-128.69,-118.24,-111.4,-106.57,-113.02,-86.97,-87.56,-98.24,-111.25,-81.56,-96.93,-109.36,-106.47
2012-01-19,12:01:08,-127.45,-110.39,-116.2,-89.39,-115.33,-100.35,-113.48,-70.66,-111.01,-100.67,-110.86,-129.65,-118.73,-112.11,-105.52,-113.24,-86.98,-88.64,-98.24,-111.13,-81.22,-97.04,-108.73,-106.52
2012-01-19,12:01:10,-127.06,-109.05,-115.96,-90.48,-114.89,-99.97,-115.06,-71.88,-110.32,-100.07,-112.03,-128.65,-117.26,-112.96,-103.96,-114.26,-86.99,-90.61,-98.6,-109.54,-81.74,-95.35,-110.12,-108.36
2012-01-19,12:01:12,-127.77,-111.71,-115.27,-89.92,-113.99,-98.75,-113.65,-70.73,-111.74,-100.76,-112.53,-129.21,-117.94,-111.69,-107.07,-114.94,-87.02,-87.67,-98.14,-110.76,-81.47,-97.07,-108.64,-105.71
2012-01-19,12:01:14,-127.51,-111.06,-115.43,-90.22,-116.14,-99.43,-115.82,-71.52,-110.31,-100.68,-112.59,-129.02,-120.16,-111.9,-105.61,-114.06,-87.06,-89.46,-98.31,-111.99,-81.28,-96.87,-109.28,-107.21
2012-01-19,12:01:16,-127.63,-110.91,-116.23,-90.26,-115.22,-99.77,-114.48,-71.82,-109.9,-101.58,-111.12,-128.66,-118.19,-112.47,-106.46,-114.01,-86.98,-89.46,-98.62,-110.09,-81.52,-97.43,-109.28,-107.2
2012-01-19,12:01:18,-127.27,-110.41,-114.91,-89.13,-113.73,-99.2,-113.47,-70.92,-109.95,-103.49,-111.9,-129.2,-119.66,-111.92,-107.46,-111.7,-86.8,-90.14,-98.63,-111.64,-81.39,-98.86,-108.41,-107.04
2012-01-19,12:01:20,-127.42,-111.24,-115.16,-90.25,-115.1,-98.87,-115.32,-72.97,-109.77,-103.12,-113.12,-128.89,-119.91,-111.72,-106.58,-115.3,-87.02,-88.96,-99.16,-109.22,-81.74,-95.83,-109.89,-106.53
2012-01-19,12:01:22,-127.59,-108.28,-114.27,-89.65,-116.91,-99.62,-113.92,-71.87,-110.93,-102.04,-112.57,-129.03,-119.26,-111.91,-108.0,-113.38,-87.15,-88.15,-98.5,-111.72,-81.28,-96.61,-110.21,-106.52
2012-01-19,12:01:24,-127.6,-111.69,-115.31,-89.95,-114.41,-99.19,-114.06,-71.42,-108.95,-102.83,-111.45,-129.59,-120.51,-111.94,-106.21,-114.73,-87.05,-89.42,-98.38,-110.69,-81.58,-96.73,-107.55,-106.72
2012-01-19,12:01:26,-127.49,-110.6,-117.06,-89.67,-117.05,-98.94,-115.01,-71.95,-111.91,-102.44,-112.58,-129.43,-118.87,-111.7,-105.52,-112.57,-87.1,-87.7,-98.32,-110.77,-81.35,-97.63,-108.98,-107.52
2012-01-19,12:01:28,-127.3,-110.34,-115.85,-89.46,-114.29,-98.34,-113.95,-72.11,-112.03,-102.77,-111.7,-128.77,-117.73,-111.61,-105.46,-111.42,-87.06,-87.15,-98.32,-111.18,-81.39,-95.62,-109.47,-106.16
2012-01-19,12:01:30,-127.34,-110.09,-114.64,-90.2,-115.33,-98.93,-114.66,-72.84,-111.1,-103.42,-113.19,-129.25,-118.25,-112.33,-106.15,-113.71,-87.05,-88.69,-98.66,-109.36,-81.38,-96.77,-107.0,-108.2
2012-01-19,12:01:32,-127.66,-111.29,-116.08,-89.89,-114.87,-99.2,-114.58,-72.21,-111.48,-102.95,-113.1,-129.55,-119.18,-109.95,-106.26,-113.3,-86.98,-88.34,-98.45,-111.5,-81.62,-97.71,-108.11,-106.64
2012-01-19,12:01:34,-127.55,-110.63,-115.86,-89.8,-114.96,-100.1,-112.66,-72.1,-110.25,-102.7,-111.93,-129.17,-119.78,-111.74,-105.6,-113.73,-86.89,-88.11,-98.5,-110.72,-81.51,-97.17,-108.22,-106.4
2012-01-19,12:01:36,-127.34,-109.76,-114.76,-89.37,-115.94,-99.23,-113.35,-69.96,-110.58,-101.51,-112.26,-129.26,-118.52,-112.2,-105.63,-114.81,-87.19,-89.22,-97.41,-111.7,-81.61,-97.78,-107.69,-105.61
2012-01-19,12:01:38,-127.3,-111.71,-116.57,-89.93,-115.83,-99.61,-114.25,-71.08,-112.09,-102.38,-113.75,-129.13,-119.32,-112.74,-105.43,-111.65,-87.06,-89.92,-98.1,-110.44,-81.61,-96.44,-106.81,-106.63
2012-01-19,12:01:40,-127.75,-111.19,-117.19,-88.34,-114.05,-99.4,-113.79,-71.44,-110.83,-100.88,-111.85,-128.96,-117.81,-112.27,-105.49,-114.51,-87.0,-89.78,-98.6,-112.31,-81.66,-96.92,-110.83,-106.77
2012-01-19,12:01:42,-127.36,-110.19,-115.47,-89.86,-115.34,-98.52,-115.6,-71.37,-111.9,-101.74,-111.82,-128.94,-122.07,-111.86,-104.65,-112.98,-87.02,-89.73,-98.21,-111.02,-81.41,-97.86,-108.51,-106.27
2012-01-19,12:01:44,-127.43,-111.19,-115.65,-90.15,-114.88,-99.48,-114.7,-71.38,-112.04,-101.93,-112.16,-128.67,-117.54,-111.57,-111.36,-114.29,-87.06,-88.39,-98.64,-110.13,-81.51,-96.84,-108.91,-106.48
2012-01-19,12:01:46,-127.55,-110.77,-115.01,-89.71,-115.94,-99.04,-113.16,-72.24,-110.05,-100.24,-113.09,-129.26,-117.43,-111.32,-105.28,-114.48,-87.02,-89.06,-98.49,-111.12,-81.91,-96.66,-109.21,-106.71
2012-01-19,12:01:48,-127.43,-109.97,-114.05,-88.85,-114.49,-100.1,-115.65,-71.95,-111.34,-101.73,-111.6,-129.31,-118.54,-111.26,-106.9,-114.11,-87.08,-89.59,-98.7,-112.64,-81.76,-96.96,-109.52,-106.85
2012-01-19,12:01:50,-127.54,-111.65,-115.85,-90.31,-115.24,-99.68,-114.44,-71.94,-110.94,-101.13,-112.48,-128.46,-119.06,-111.72,-107.08,-112.99,-87.17,-89.28,-98.12,-111.23,-81.84,-98.56,-110.19,-107.06
2012-01-19,12:01:52,-127.49,-111.33,-115.84,-90.01,-116.31,-98.98,-113.2,-72.35,-109.76,-100.45,-111.66,-129.46,-119.48,-110.67,-108.19,-114.84,-87.13,-87.72,-98.29,-110.02,-82.11,-96.33,-110.86,-106.36
2012-01-19,12:01:54,-127.53,-111.28,-114.11,-90.04,-116.54,-99.5,-113.44,-73.53,-110.49,-100.87,-112.42,-129.26,-117.91,-111.22,-105.78,-112.2,-87.71,-87.73,-98.53,-109.78,-82.19,-96.81,-108.2,-106.9
2012-01-19,12:01:56,-127.3,-110.74,-115.96,-90.16,-113.51,-99.08,-113.75,-71.22,-110.99,-101.6,-112.22,-129.28,-118.27,-109.3,-105.47,-112.7,-87.0,-87.59,-99.19,-111.22,-81.74,-96.67,-107.64,-106.91
2012-01-19,12:01:58,-127.4,-110.99,-114.07,-89.17,-115.34,-99.7,-113.86,-71.27,-111.31,-100.84,-113.14,-128.68,-116.41,-112.45,-108.18,-115.21,-87.21,-89.46,-98.28,-111.15,-81.91,-95.68,-108.27,-104.98
2012-01-19,12:02:00,-127.44,-108.93,-115.63,-90.12,-113.77,-98.49,-113.77,-72.65,-110.14,-100.6,-111.25,-128.93,-117.39,-112.03,-103.97,-112.76,-87.01,-90.16,-98.79,-112.24,-81.32,-97.23,-107.73,-107.7
